date,Housing Inventory: Average Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-12-01,2.31,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-01-01,3.8,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-02-01,4.95,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-03-01,5.39,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-04-01,2.95,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-05-01,4.71,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-06-01,7.8,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-07-01,5.45,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-08-01,3.93,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-09-01,1.72,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-10-01,2.83,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-11-01,4.53,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2019-12-01,5.45,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-01-01,1.63,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-02-01,3.53,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-03-01,6.28,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-04-01,8.01,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-05-01,6.54,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-06-01,10.99,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-07-01,13.51,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-08-01,15.5,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-09-01,13.27,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-10-01,6.07,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-11-01,7.18,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2020-12-01,7.56,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-01-01,11.69,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-02-01,7.22,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-03-01,0.79,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-04-01,1.51,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-05-01,3.96,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-06-01,-0.07,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-07-01,-0.66,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-08-01,-1.17,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-09-01,-0.15,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-10-01,5.23,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2021-11-01,4.17,WI,"Madison, WI",Madison,"Housing Inventory: Average Listing Price Year-Over-Year in Madison, WI (CBSA)",AVELISPRIYY31540,Monthly,Not Seasonally Adjusted
2017-07-01,14.38,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2017-08-01,21.52,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2017-09-01,20.1,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2017-10-01,20.17,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2017-11-01,20.02,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2017-12-01,21.66,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-01-01,26.98,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-02-01,31.4,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-03-01,29.85,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-04-01,27.97,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-05-01,20.47,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-06-01,12.94,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-07-01,4.1,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-08-01,-4.66,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-09-01,-4.41,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-10-01,-2.83,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-11-01,-5.89,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2018-12-01,-6.83,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-01-01,-8.83,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-02-01,-9.32,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-03-01,-3.78,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-04-01,-2.22,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-05-01,4.96,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-06-01,9.83,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-07-01,12.16,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-08-01,13.62,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-09-01,10.74,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-10-01,11.67,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-11-01,15.59,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2019-12-01,15.88,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-01-01,0.32,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-02-01,-0.04,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-03-01,-4.27,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-04-01,-11.66,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-05-01,-11.99,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-06-01,-11.13,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-07-01,-4.2,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-08-01,1.93,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-09-01,2.73,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-10-01,2.45,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-11-01,2.85,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2020-12-01,3.71,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-01-01,21.82,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-02-01,29.53,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-03-01,41.6,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-04-01,53.01,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-05-01,57.51,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-06-01,36.52,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-07-01,38.51,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-08-01,40.01,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-09-01,43.62,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-10-01,36.4,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2021-11-01,35.49,TN,"Morristown, TN",Morristown,"Housing Inventory: Average Listing Price Year-Over-Year in Morristown, TN (CBSA)",AVELISPRIYY34100,Monthly,Not Seasonally Adjusted
2017-07-01,5.13,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2017-08-01,6.73,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2017-09-01,4.92,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2017-10-01,6.77,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2017-11-01,7.73,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2017-12-01,7.35,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-01-01,5.66,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-02-01,6.16,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-03-01,5.92,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-04-01,6.98,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-05-01,5.59,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-06-01,2.76,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-07-01,4.14,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-08-01,4.2,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-09-01,5.11,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-10-01,3.69,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-11-01,1.44,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2018-12-01,0.7,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-01-01,0.36,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-02-01,1.19,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-03-01,2.14,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-04-01,2.52,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-05-01,2.14,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-06-01,2.86,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-07-01,2.11,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-08-01,0.91,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-09-01,0.08,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-10-01,0.59,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-11-01,2.15,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2019-12-01,3.82,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-01-01,4.3,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-02-01,3.0,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-03-01,1.47,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-04-01,-1.19,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-05-01,1.74,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-06-01,5.88,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-07-01,9.33,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-08-01,15.22,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-09-01,20.95,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-10-01,23.4,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-11-01,20.63,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2020-12-01,20.66,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-01-01,17.1,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-02-01,19.65,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-03-01,22.23,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-04-01,24.12,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-05-01,17.86,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-06-01,13.78,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
2021-07-01,9.54,LA,"New Orleans-Metairie, LA",New Orleans,"Housing Inventory: Average Listing Price Year-Over-Year in New Orleans-Metairie, LA (CBSA)",AVELISPRIYY35380,Monthly,Not Seasonally Adjusted
