date,Housing Inventory: Average Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-03-01,-10.28,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-04-01,7.4,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-05-01,5.11,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-06-01,10.94,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-07-01,10.5,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-08-01,3.33,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-09-01,-0.16,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-10-01,-1.17,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-11-01,-1.51,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2018-12-01,8.87,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-01-01,5.89,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-02-01,9.26,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-03-01,2.93,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-04-01,-1.32,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-05-01,2.63,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-06-01,0.2,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-07-01,0.21,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-08-01,1.25,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-09-01,-2.7,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-10-01,0.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-11-01,0.34,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2019-12-01,-1.03,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-01-01,-1.52,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-02-01,2.99,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-03-01,6.96,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-04-01,4.29,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-05-01,1.82,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-06-01,4.14,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-07-01,8.16,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-08-01,10.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-09-01,9.44,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-10-01,9.27,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-11-01,11.96,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2020-12-01,12.14,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-01-01,12.45,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-02-01,5.4,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-03-01,-4.75,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-04-01,3.97,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-05-01,7.1,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-06-01,7.2,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-07-01,9.19,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-08-01,2.64,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-09-01,5.95,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-10-01,1.55,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2021-11-01,3.72,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: Average Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",AVELISPRIYY23060,Monthly,Not Seasonally Adjusted
2017-07-01,4.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2017-08-01,4.75,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2017-09-01,7.71,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2017-10-01,8.91,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2017-11-01,7.04,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2017-12-01,6.14,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-01-01,5.34,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-02-01,3.82,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-03-01,3.16,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-04-01,4.54,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-05-01,3.78,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-06-01,0.3,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-07-01,-0.25,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-08-01,0.19,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-09-01,-4.91,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-10-01,-6.35,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-11-01,-7.21,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2018-12-01,-9.12,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-01-01,-12.72,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-02-01,-12.4,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-03-01,-11.65,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-04-01,-11.61,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-05-01,-12.9,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-06-01,-10.44,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-07-01,-11.88,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-08-01,-9.38,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-09-01,-5.38,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-10-01,-3.89,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-11-01,-5.34,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2019-12-01,-2.77,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-01-01,1.22,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-02-01,3.22,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-03-01,2.04,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-04-01,2.75,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-05-01,3.07,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-06-01,3.83,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-07-01,7.46,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-08-01,6.03,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-09-01,3.71,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-10-01,1.94,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
2020-11-01,-0.32,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: Average Listing Price Year-Over-Year in Grand Forks, ND-MN (CBSA)",AVELISPRIYY24220,Monthly,Not Seasonally Adjusted
