date,Housing Inventory: New Listing Count,state,msa,city,title,id,frequency,seasonal_adjustment
2018-02-01,15868.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-03-01,17896.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-04-01,18660.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-05-01,18964.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-06-01,19304.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-07-01,17972.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-08-01,17908.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-09-01,16660.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-10-01,17204.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
2018-11-01,14788.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: New Listing Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",NEWLISCOU12060,Monthly,Not Seasonally Adjusted
