date,Housing Inventory: New Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-09-01,34.48,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-10-01,5.98,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-11-01,-16.52,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2018-12-01,23.91,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-01-01,57.78,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-02-01,31.78,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-03-01,13.82,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-04-01,6.5,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-05-01,6.15,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-06-01,5.8,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-07-01,4.76,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-08-01,1.96,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-09-01,12.82,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-10-01,8.87,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-11-01,30.21,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2019-12-01,-21.05,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-01-01,-32.39,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-02-01,-9.22,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-03-01,-3.57,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-04-01,-14.5,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-05-01,-3.62,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-06-01,17.81,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-07-01,-7.14,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-08-01,-23.72,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-09-01,-21.97,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-10-01,0.74,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-11-01,-0.8,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2020-12-01,11.11,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-01-01,29.17,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-02-01,14.06,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-03-01,0.74,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-04-01,16.96,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-05-01,-8.27,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-06-01,-10.47,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-07-01,8.39,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-08-01,38.66,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-09-01,18.45,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-10-01,7.35,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2021-11-01,2.42,TX,"Beaumont-Port Arthur, TX",Beaumont,"Housing Inventory: New Listing Count Year-Over-Year in Beaumont-Port Arthur, TX (CBSA)",NEWLISCOUYY13140,Monthly,Not Seasonally Adjusted
2017-07-01,-0.22,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2017-08-01,-4.21,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2017-09-01,-11.46,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2017-10-01,-11.31,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2017-11-01,10.55,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2017-12-01,-9.52,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-01-01,-14.71,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-02-01,-10.87,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-03-01,-20.53,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-04-01,-3.13,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-05-01,-2.91,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-06-01,-11.35,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-07-01,-6.76,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-08-01,1.81,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-09-01,2.94,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-10-01,-2.03,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-11-01,-7.24,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2018-12-01,4.82,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-01-01,11.72,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-02-01,-2.39,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-03-01,-10.85,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-04-01,-14.01,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-05-01,-3.93,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-06-01,-0.74,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-07-01,4.83,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-08-01,-6.6,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-09-01,0.0,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-10-01,-2.07,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-11-01,-1.77,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2019-12-01,-6.69,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-01-01,-0.93,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-02-01,-6.52,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-03-01,2.9,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-04-01,-24.31,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-05-01,-14.42,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-06-01,-6.95,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-07-01,-16.13,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-08-01,-3.53,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-09-01,1.43,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-10-01,-2.42,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-11-01,9.75,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2020-12-01,0.0,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-01-01,-11.53,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-02-01,-14.53,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-03-01,-10.14,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-04-01,14.9,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-05-01,-1.97,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-06-01,7.73,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-07-01,10.71,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-08-01,9.3,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-09-01,-9.3,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-10-01,-5.26,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2021-11-01,-9.54,AL,"Birmingham-Hoover, AL",Birmingham,"Housing Inventory: New Listing Count Year-Over-Year in Birmingham-Hoover, AL (CBSA)",NEWLISCOUYY13820,Monthly,Not Seasonally Adjusted
2017-07-01,6.56,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2017-08-01,1.64,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2017-09-01,11.11,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2017-10-01,23.53,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2017-11-01,45.24,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2017-12-01,20.69,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-01-01,-12.24,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-02-01,-1.67,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-03-01,-11.43,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-04-01,26.79,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-05-01,2.86,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-06-01,-4.55,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-07-01,6.15,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-08-01,0.0,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-09-01,6.67,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-10-01,-26.98,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-11-01,-27.87,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2018-12-01,28.57,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2019-01-01,6.98,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2019-02-01,-13.56,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2019-03-01,-6.45,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
2019-04-01,-2.82,WV,"Charleston, WV",Charleston,"Housing Inventory: New Listing Count Year-Over-Year in Charleston, WV (CBSA)",NEWLISCOUYY16620,Monthly,Not Seasonally Adjusted
