date,Housing Inventory: New Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-09-01,4.84,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-10-01,1.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-11-01,5.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-12-01,24.96,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-01-01,2.48,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-02-01,-1.59,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-03-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-04-01,11.75,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-05-01,8.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-06-01,12.31,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-07-01,5.26,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-08-01,-3.31,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-09-01,5.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-10-01,1.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-11-01,9.07,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2018-12-01,4.91,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-01-01,18.28,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-02-01,7.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-03-01,7.38,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-04-01,5.79,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-05-01,1.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-06-01,-3.32,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-07-01,3.76,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-08-01,6.63,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-09-01,-2.42,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-10-01,8.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-11-01,-4.85,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2019-12-01,-6.11,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-01-01,-5.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-02-01,1.08,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-03-01,6.99,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-04-01,-35.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-05-01,-12.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-06-01,-15.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-07-01,-16.77,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-08-01,-11.53,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-09-01,-7.86,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-10-01,-16.23,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-11-01,-14.32,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2020-12-01,-10.66,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-01-01,-25.49,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-02-01,-35.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-03-01,-35.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-04-01,6.86,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-05-01,-15.94,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-06-01,-5.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-07-01,4.85,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-08-01,-0.79,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-09-01,-1.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-10-01,-3.53,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2021-11-01,-0.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: New Listing Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",NEWLISCOUYY19100,Monthly,Not Seasonally Adjusted
2017-07-01,-9.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-08-01,17.93,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-09-01,2.17,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-10-01,-14.48,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-11-01,7.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-12-01,21.05,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-01-01,-21.15,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-02-01,-17.27,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-03-01,-21.31,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-04-01,-16.67,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-05-01,3.1,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-06-01,-0.7,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-07-01,3.62,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-08-01,-23.98,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-09-01,-4.96,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-10-01,4.03,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-11-01,-9.01,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2018-12-01,10.14,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-01-01,-3.66,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-02-01,-20.88,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-03-01,-14.58,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-04-01,-15.24,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-05-01,-21.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-06-01,-18.31,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-07-01,-13.99,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-08-01,-30.77,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-09-01,-26.12,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-10-01,-3.1,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-11-01,7.92,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2019-12-01,-3.95,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-01-01,-3.8,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-02-01,-2.78,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-03-01,3.66,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-04-01,-21.35,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-05-01,-16.35,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-06-01,-30.17,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-07-01,-26.83,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-08-01,8.89,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-09-01,-9.09,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-10-01,-35.2,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-11-01,-32.11,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2020-12-01,-34.25,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-01-01,-40.79,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-02-01,-40.0,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-03-01,-38.82,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-04-01,-14.29,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-05-01,-9.2,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-06-01,34.57,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-07-01,4.44,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-08-01,2.04,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-09-01,1.11,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-10-01,4.94,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2021-11-01,0.0,IN,"Fort Wayne, IN",Fort Wayne,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",NEWLISCOUYY23060,Monthly,Not Seasonally Adjusted
2017-07-01,13.79,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-08-01,-11.76,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-09-01,7.69,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-10-01,-16.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-11-01,-5.56,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2017-12-01,12.5,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-01-01,0.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-02-01,64.71,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-03-01,-34.21,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-04-01,2.7,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-05-01,-2.17,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-06-01,43.33,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-07-01,9.09,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-08-01,0.0,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-09-01,7.14,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-10-01,-4.76,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-11-01,-5.88,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2018-12-01,22.22,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
2019-01-01,9.09,ND,"Grand Forks, ND-MN",Grand Forks,"Housing Inventory: New Listing Count Year-Over-Year in Grand Forks, ND-MN (CBSA)",NEWLISCOUYY24220,Monthly,Not Seasonally Adjusted
