date,Per Capita Personal Income,state,msa,city
1997-01-01,24931,IL,"Rockford, IL",Rockford
1998-01-01,25969,IL,"Rockford, IL",Rockford
1999-01-01,26724,IL,"Rockford, IL",Rockford
2000-01-01,27636,IL,"Rockford, IL",Rockford
2001-01-01,27887,IL,"Rockford, IL",Rockford
2002-01-01,28384,IL,"Rockford, IL",Rockford
2003-01-01,28914,IL,"Rockford, IL",Rockford
2004-01-01,29426,IL,"Rockford, IL",Rockford
2005-01-01,30359,IL,"Rockford, IL",Rockford
2006-01-01,32323,IL,"Rockford, IL",Rockford
2007-01-01,33640,IL,"Rockford, IL",Rockford
2008-01-01,34129,IL,"Rockford, IL",Rockford
2009-01-01,33056,IL,"Rockford, IL",Rockford
2010-01-01,33878,IL,"Rockford, IL",Rockford
2011-01-01,35238,IL,"Rockford, IL",Rockford
2012-01-01,36282,IL,"Rockford, IL",Rockford
2013-01-01,37251,IL,"Rockford, IL",Rockford
2014-01-01,38428,IL,"Rockford, IL",Rockford
2015-01-01,40152,IL,"Rockford, IL",Rockford
2016-01-01,40430,IL,"Rockford, IL",Rockford
2017-01-01,42084,IL,"Rockford, IL",Rockford
2018-01-01,43824,IL,"Rockford, IL",Rockford
2019-01-01,44621,IL,"Rockford, IL",Rockford
2020-01-01,47982,IL,"Rockford, IL",Rockford
1969-01-01,3843,WA,"Kennewick-Richland, WA",Kennewick
1970-01-01,4090,WA,"Kennewick-Richland, WA",Kennewick
1971-01-01,4289,WA,"Kennewick-Richland, WA",Kennewick
1972-01-01,4753,WA,"Kennewick-Richland, WA",Kennewick
1973-01-01,5501,WA,"Kennewick-Richland, WA",Kennewick
1974-01-01,6431,WA,"Kennewick-Richland, WA",Kennewick
1975-01-01,7282,WA,"Kennewick-Richland, WA",Kennewick
1976-01-01,7601,WA,"Kennewick-Richland, WA",Kennewick
1977-01-01,8375,WA,"Kennewick-Richland, WA",Kennewick
1978-01-01,9510,WA,"Kennewick-Richland, WA",Kennewick
1979-01-01,10286,WA,"Kennewick-Richland, WA",Kennewick
1980-01-01,10957,WA,"Kennewick-Richland, WA",Kennewick
1981-01-01,12592,WA,"Kennewick-Richland, WA",Kennewick
1982-01-01,12745,WA,"Kennewick-Richland, WA",Kennewick
1983-01-01,13322,WA,"Kennewick-Richland, WA",Kennewick
1984-01-01,13418,WA,"Kennewick-Richland, WA",Kennewick
1985-01-01,13707,WA,"Kennewick-Richland, WA",Kennewick
1986-01-01,14350,WA,"Kennewick-Richland, WA",Kennewick
1987-01-01,14753,WA,"Kennewick-Richland, WA",Kennewick
1988-01-01,15281,WA,"Kennewick-Richland, WA",Kennewick
1989-01-01,16404,WA,"Kennewick-Richland, WA",Kennewick
1990-01-01,17399,WA,"Kennewick-Richland, WA",Kennewick
1991-01-01,18457,WA,"Kennewick-Richland, WA",Kennewick
1992-01-01,19825,WA,"Kennewick-Richland, WA",Kennewick
1993-01-01,21175,WA,"Kennewick-Richland, WA",Kennewick
1994-01-01,21875,WA,"Kennewick-Richland, WA",Kennewick
1995-01-01,21659,WA,"Kennewick-Richland, WA",Kennewick
1996-01-01,22316,WA,"Kennewick-Richland, WA",Kennewick
1997-01-01,22570,WA,"Kennewick-Richland, WA",Kennewick
1998-01-01,23337,WA,"Kennewick-Richland, WA",Kennewick
1999-01-01,24035,WA,"Kennewick-Richland, WA",Kennewick
2000-01-01,25362,WA,"Kennewick-Richland, WA",Kennewick
2001-01-01,26952,WA,"Kennewick-Richland, WA",Kennewick
2002-01-01,27554,WA,"Kennewick-Richland, WA",Kennewick
2003-01-01,28636,WA,"Kennewick-Richland, WA",Kennewick
2004-01-01,29612,WA,"Kennewick-Richland, WA",Kennewick
2005-01-01,30050,WA,"Kennewick-Richland, WA",Kennewick
2006-01-01,30431,WA,"Kennewick-Richland, WA",Kennewick
2007-01-01,32927,WA,"Kennewick-Richland, WA",Kennewick
2008-01-01,34861,WA,"Kennewick-Richland, WA",Kennewick
2009-01-01,35708,WA,"Kennewick-Richland, WA",Kennewick
2010-01-01,37640,WA,"Kennewick-Richland, WA",Kennewick
2011-01-01,38982,WA,"Kennewick-Richland, WA",Kennewick
2012-01-01,38139,WA,"Kennewick-Richland, WA",Kennewick
2013-01-01,37800,WA,"Kennewick-Richland, WA",Kennewick
2014-01-01,38931,WA,"Kennewick-Richland, WA",Kennewick
2015-01-01,41302,WA,"Kennewick-Richland, WA",Kennewick
2016-01-01,41884,WA,"Kennewick-Richland, WA",Kennewick
2017-01-01,42543,WA,"Kennewick-Richland, WA",Kennewick
2018-01-01,43203,WA,"Kennewick-Richland, WA",Kennewick
2019-01-01,45361,WA,"Kennewick-Richland, WA",Kennewick
2020-01-01,49042,WA,"Kennewick-Richland, WA",Kennewick
1969-01-01,3559,VT,"Burlington-South Burlington, VT",Burlington
1970-01-01,3834,VT,"Burlington-South Burlington, VT",Burlington
1971-01-01,4048,VT,"Burlington-South Burlington, VT",Burlington
1972-01-01,4314,VT,"Burlington-South Burlington, VT",Burlington
1973-01-01,4650,VT,"Burlington-South Burlington, VT",Burlington
1974-01-01,4985,VT,"Burlington-South Burlington, VT",Burlington
1975-01-01,5509,VT,"Burlington-South Burlington, VT",Burlington
1976-01-01,6067,VT,"Burlington-South Burlington, VT",Burlington
1977-01-01,6513,VT,"Burlington-South Burlington, VT",Burlington
1978-01-01,7478,VT,"Burlington-South Burlington, VT",Burlington
1979-01-01,8350,VT,"Burlington-South Burlington, VT",Burlington
1980-01-01,9191,VT,"Burlington-South Burlington, VT",Burlington
1981-01-01,10332,VT,"Burlington-South Burlington, VT",Burlington
1982-01-01,11145,VT,"Burlington-South Burlington, VT",Burlington
1983-01-01,11936,VT,"Burlington-South Burlington, VT",Burlington
1984-01-01,13024,VT,"Burlington-South Burlington, VT",Burlington
1985-01-01,14129,VT,"Burlington-South Burlington, VT",Burlington
1986-01-01,15050,VT,"Burlington-South Burlington, VT",Burlington
1987-01-01,16147,VT,"Burlington-South Burlington, VT",Burlington
1988-01-01,17443,VT,"Burlington-South Burlington, VT",Burlington
1989-01-01,19127,VT,"Burlington-South Burlington, VT",Burlington
1990-01-01,19813,VT,"Burlington-South Burlington, VT",Burlington
1991-01-01,20141,VT,"Burlington-South Burlington, VT",Burlington
1992-01-01,21261,VT,"Burlington-South Burlington, VT",Burlington
1993-01-01,21876,VT,"Burlington-South Burlington, VT",Burlington
1994-01-01,22355,VT,"Burlington-South Burlington, VT",Burlington
1995-01-01,23568,VT,"Burlington-South Burlington, VT",Burlington
1996-01-01,24820,VT,"Burlington-South Burlington, VT",Burlington
1997-01-01,25908,VT,"Burlington-South Burlington, VT",Burlington
1998-01-01,27763,VT,"Burlington-South Burlington, VT",Burlington
1999-01-01,29360,VT,"Burlington-South Burlington, VT",Burlington
2000-01-01,31653,VT,"Burlington-South Burlington, VT",Burlington
2001-01-01,32958,VT,"Burlington-South Burlington, VT",Burlington
2002-01-01,33478,VT,"Burlington-South Burlington, VT",Burlington
2003-01-01,34938,VT,"Burlington-South Burlington, VT",Burlington
2004-01-01,36549,VT,"Burlington-South Burlington, VT",Burlington
2005-01-01,37414,VT,"Burlington-South Burlington, VT",Burlington
2006-01-01,39571,VT,"Burlington-South Burlington, VT",Burlington
2007-01-01,41476,VT,"Burlington-South Burlington, VT",Burlington
2008-01-01,43920,VT,"Burlington-South Burlington, VT",Burlington
2009-01-01,43117,VT,"Burlington-South Burlington, VT",Burlington
2010-01-01,44162,VT,"Burlington-South Burlington, VT",Burlington
2011-01-01,47126,VT,"Burlington-South Burlington, VT",Burlington
2012-01-01,48604,VT,"Burlington-South Burlington, VT",Burlington
2013-01-01,49538,VT,"Burlington-South Burlington, VT",Burlington
2014-01-01,51866,VT,"Burlington-South Burlington, VT",Burlington
2015-01-01,52895,VT,"Burlington-South Burlington, VT",Burlington
2016-01-01,54126,VT,"Burlington-South Burlington, VT",Burlington
2017-01-01,55352,VT,"Burlington-South Burlington, VT",Burlington
2018-01-01,56799,VT,"Burlington-South Burlington, VT",Burlington
2019-01-01,58650,VT,"Burlington-South Burlington, VT",Burlington
2020-01-01,61802,VT,"Burlington-South Burlington, VT",Burlington
1969-01-01,3323,VA,"Charlottesville, VA",Charlottesville
1970-01-01,3549,VA,"Charlottesville, VA",Charlottesville
1971-01-01,3827,VA,"Charlottesville, VA",Charlottesville
1972-01-01,4160,VA,"Charlottesville, VA",Charlottesville
1973-01-01,4649,VA,"Charlottesville, VA",Charlottesville
1974-01-01,5057,VA,"Charlottesville, VA",Charlottesville
1975-01-01,5352,VA,"Charlottesville, VA",Charlottesville
1976-01-01,5893,VA,"Charlottesville, VA",Charlottesville
1977-01-01,6411,VA,"Charlottesville, VA",Charlottesville
1978-01-01,7254,VA,"Charlottesville, VA",Charlottesville
1979-01-01,7921,VA,"Charlottesville, VA",Charlottesville
1980-01-01,8948,VA,"Charlottesville, VA",Charlottesville
1981-01-01,10042,VA,"Charlottesville, VA",Charlottesville
1982-01-01,10956,VA,"Charlottesville, VA",Charlottesville
1983-01-01,11814,VA,"Charlottesville, VA",Charlottesville
1984-01-01,13035,VA,"Charlottesville, VA",Charlottesville
1985-01-01,13884,VA,"Charlottesville, VA",Charlottesville
1986-01-01,14992,VA,"Charlottesville, VA",Charlottesville
1987-01-01,15931,VA,"Charlottesville, VA",Charlottesville
1988-01-01,17765,VA,"Charlottesville, VA",Charlottesville
1989-01-01,19063,VA,"Charlottesville, VA",Charlottesville
1990-01-01,20089,VA,"Charlottesville, VA",Charlottesville
1991-01-01,20905,VA,"Charlottesville, VA",Charlottesville
1992-01-01,22123,VA,"Charlottesville, VA",Charlottesville
1993-01-01,23229,VA,"Charlottesville, VA",Charlottesville
1994-01-01,24022,VA,"Charlottesville, VA",Charlottesville
1995-01-01,25357,VA,"Charlottesville, VA",Charlottesville
1996-01-01,26376,VA,"Charlottesville, VA",Charlottesville
1997-01-01,27891,VA,"Charlottesville, VA",Charlottesville
1998-01-01,29527,VA,"Charlottesville, VA",Charlottesville
1999-01-01,30468,VA,"Charlottesville, VA",Charlottesville
2000-01-01,32555,VA,"Charlottesville, VA",Charlottesville
2001-01-01,33728,VA,"Charlottesville, VA",Charlottesville
2002-01-01,33983,VA,"Charlottesville, VA",Charlottesville
2003-01-01,35877,VA,"Charlottesville, VA",Charlottesville
2004-01-01,37946,VA,"Charlottesville, VA",Charlottesville
2005-01-01,40068,VA,"Charlottesville, VA",Charlottesville
2006-01-01,43256,VA,"Charlottesville, VA",Charlottesville
2007-01-01,45353,VA,"Charlottesville, VA",Charlottesville
2008-01-01,46574,VA,"Charlottesville, VA",Charlottesville
2009-01-01,44282,VA,"Charlottesville, VA",Charlottesville
2010-01-01,46308,VA,"Charlottesville, VA",Charlottesville
2011-01-01,48287,VA,"Charlottesville, VA",Charlottesville
2012-01-01,51983,VA,"Charlottesville, VA",Charlottesville
2013-01-01,51400,VA,"Charlottesville, VA",Charlottesville
2014-01-01,53782,VA,"Charlottesville, VA",Charlottesville
2015-01-01,56630,VA,"Charlottesville, VA",Charlottesville
2016-01-01,59270,VA,"Charlottesville, VA",Charlottesville
2017-01-01,63529,VA,"Charlottesville, VA",Charlottesville
2018-01-01,66576,VA,"Charlottesville, VA",Charlottesville
2019-01-01,67809,VA,"Charlottesville, VA",Charlottesville
2020-01-01,69853,VA,"Charlottesville, VA",Charlottesville
1969-01-01,3119,GA,"Gainesville, GA",Gainesville
1970-01-01,3279,GA,"Gainesville, GA",Gainesville
1971-01-01,3419,GA,"Gainesville, GA",Gainesville
1972-01-01,3813,GA,"Gainesville, GA",Gainesville
1973-01-01,4187,GA,"Gainesville, GA",Gainesville
1974-01-01,4494,GA,"Gainesville, GA",Gainesville
1975-01-01,4884,GA,"Gainesville, GA",Gainesville
1976-01-01,5477,GA,"Gainesville, GA",Gainesville
1977-01-01,6064,GA,"Gainesville, GA",Gainesville
1978-01-01,6858,GA,"Gainesville, GA",Gainesville
1979-01-01,7537,GA,"Gainesville, GA",Gainesville
1980-01-01,8374,GA,"Gainesville, GA",Gainesville
1981-01-01,9229,GA,"Gainesville, GA",Gainesville
1982-01-01,9767,GA,"Gainesville, GA",Gainesville
1983-01-01,10524,GA,"Gainesville, GA",Gainesville
1984-01-01,12033,GA,"Gainesville, GA",Gainesville
1985-01-01,12891,GA,"Gainesville, GA",Gainesville
1986-01-01,13834,GA,"Gainesville, GA",Gainesville
1987-01-01,14363,GA,"Gainesville, GA",Gainesville
1988-01-01,15263,GA,"Gainesville, GA",Gainesville
1989-01-01,16218,GA,"Gainesville, GA",Gainesville
1990-01-01,16772,GA,"Gainesville, GA",Gainesville
1991-01-01,17003,GA,"Gainesville, GA",Gainesville
1992-01-01,17990,GA,"Gainesville, GA",Gainesville
1993-01-01,18819,GA,"Gainesville, GA",Gainesville
1994-01-01,19864,GA,"Gainesville, GA",Gainesville
1995-01-01,20421,GA,"Gainesville, GA",Gainesville
1996-01-01,21339,GA,"Gainesville, GA",Gainesville
1997-01-01,21731,GA,"Gainesville, GA",Gainesville
1998-01-01,23277,GA,"Gainesville, GA",Gainesville
1999-01-01,24489,GA,"Gainesville, GA",Gainesville
2000-01-01,25460,GA,"Gainesville, GA",Gainesville
2001-01-01,25907,GA,"Gainesville, GA",Gainesville
2002-01-01,26459,GA,"Gainesville, GA",Gainesville
2003-01-01,27869,GA,"Gainesville, GA",Gainesville
2004-01-01,29497,GA,"Gainesville, GA",Gainesville
2005-01-01,31013,GA,"Gainesville, GA",Gainesville
2006-01-01,31893,GA,"Gainesville, GA",Gainesville
2007-01-01,32487,GA,"Gainesville, GA",Gainesville
2008-01-01,31584,GA,"Gainesville, GA",Gainesville
2009-01-01,30651,GA,"Gainesville, GA",Gainesville
2010-01-01,31004,GA,"Gainesville, GA",Gainesville
2011-01-01,33174,GA,"Gainesville, GA",Gainesville
2012-01-01,33997,GA,"Gainesville, GA",Gainesville
2013-01-01,34720,GA,"Gainesville, GA",Gainesville
2014-01-01,36777,GA,"Gainesville, GA",Gainesville
2015-01-01,39460,GA,"Gainesville, GA",Gainesville
2016-01-01,40545,GA,"Gainesville, GA",Gainesville
2017-01-01,42743,GA,"Gainesville, GA",Gainesville
2018-01-01,44831,GA,"Gainesville, GA",Gainesville
2019-01-01,46409,GA,"Gainesville, GA",Gainesville
2020-01-01,48759,GA,"Gainesville, GA",Gainesville
1969-01-01,3311,FL,"Punta Gorda, FL",Punta Gorda
1970-01-01,3747,FL,"Punta Gorda, FL",Punta Gorda
1971-01-01,4119,FL,"Punta Gorda, FL",Punta Gorda
1972-01-01,4759,FL,"Punta Gorda, FL",Punta Gorda
1973-01-01,5107,FL,"Punta Gorda, FL",Punta Gorda
1974-01-01,5206,FL,"Punta Gorda, FL",Punta Gorda
1975-01-01,5517,FL,"Punta Gorda, FL",Punta Gorda
1976-01-01,6294,FL,"Punta Gorda, FL",Punta Gorda
1977-01-01,7024,FL,"Punta Gorda, FL",Punta Gorda
1978-01-01,7867,FL,"Punta Gorda, FL",Punta Gorda
1979-01-01,8502,FL,"Punta Gorda, FL",Punta Gorda
1980-01-01,9748,FL,"Punta Gorda, FL",Punta Gorda
1981-01-01,10974,FL,"Punta Gorda, FL",Punta Gorda
1982-01-01,11030,FL,"Punta Gorda, FL",Punta Gorda
1983-01-01,11820,FL,"Punta Gorda, FL",Punta Gorda
1984-01-01,12951,FL,"Punta Gorda, FL",Punta Gorda
1985-01-01,13820,FL,"Punta Gorda, FL",Punta Gorda
1986-01-01,14460,FL,"Punta Gorda, FL",Punta Gorda
1987-01-01,15032,FL,"Punta Gorda, FL",Punta Gorda
1988-01-01,16212,FL,"Punta Gorda, FL",Punta Gorda
1989-01-01,18019,FL,"Punta Gorda, FL",Punta Gorda
1990-01-01,17929,FL,"Punta Gorda, FL",Punta Gorda
1991-01-01,17764,FL,"Punta Gorda, FL",Punta Gorda
1992-01-01,18404,FL,"Punta Gorda, FL",Punta Gorda
1993-01-01,18911,FL,"Punta Gorda, FL",Punta Gorda
1994-01-01,19840,FL,"Punta Gorda, FL",Punta Gorda
1995-01-01,20709,FL,"Punta Gorda, FL",Punta Gorda
1996-01-01,21739,FL,"Punta Gorda, FL",Punta Gorda
1997-01-01,22845,FL,"Punta Gorda, FL",Punta Gorda
1998-01-01,24102,FL,"Punta Gorda, FL",Punta Gorda
1999-01-01,24685,FL,"Punta Gorda, FL",Punta Gorda
2000-01-01,26311,FL,"Punta Gorda, FL",Punta Gorda
2001-01-01,26753,FL,"Punta Gorda, FL",Punta Gorda
2002-01-01,26408,FL,"Punta Gorda, FL",Punta Gorda
2003-01-01,27127,FL,"Punta Gorda, FL",Punta Gorda
2004-01-01,28786,FL,"Punta Gorda, FL",Punta Gorda
2005-01-01,31131,FL,"Punta Gorda, FL",Punta Gorda
2006-01-01,33074,FL,"Punta Gorda, FL",Punta Gorda
2007-01-01,33960,FL,"Punta Gorda, FL",Punta Gorda
2008-01-01,33453,FL,"Punta Gorda, FL",Punta Gorda
2009-01-01,31792,FL,"Punta Gorda, FL",Punta Gorda
2010-01-01,32668,FL,"Punta Gorda, FL",Punta Gorda
2011-01-01,33880,FL,"Punta Gorda, FL",Punta Gorda
2012-01-01,34975,FL,"Punta Gorda, FL",Punta Gorda
2013-01-01,35259,FL,"Punta Gorda, FL",Punta Gorda
2014-01-01,37072,FL,"Punta Gorda, FL",Punta Gorda
2015-01-01,38722,FL,"Punta Gorda, FL",Punta Gorda
2016-01-01,39820,FL,"Punta Gorda, FL",Punta Gorda
2017-01-01,40852,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,42292,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,43549,FL,"Punta Gorda, FL",Punta Gorda
2020-01-01,45606,FL,"Punta Gorda, FL",Punta Gorda
1969-01-01,3230,CO,"Pueblo, CO",Pueblo
1970-01-01,3518,CO,"Pueblo, CO",Pueblo
1971-01-01,3811,CO,"Pueblo, CO",Pueblo
1972-01-01,4182,CO,"Pueblo, CO",Pueblo
1973-01-01,4646,CO,"Pueblo, CO",Pueblo
1974-01-01,5199,CO,"Pueblo, CO",Pueblo
1975-01-01,5649,CO,"Pueblo, CO",Pueblo
1976-01-01,6168,CO,"Pueblo, CO",Pueblo
1977-01-01,6665,CO,"Pueblo, CO",Pueblo
1978-01-01,7426,CO,"Pueblo, CO",Pueblo
1979-01-01,8164,CO,"Pueblo, CO",Pueblo
1980-01-01,8935,CO,"Pueblo, CO",Pueblo
1981-01-01,9935,CO,"Pueblo, CO",Pueblo
1982-01-01,10228,CO,"Pueblo, CO",Pueblo
1983-01-01,10356,CO,"Pueblo, CO",Pueblo
1984-01-01,11124,CO,"Pueblo, CO",Pueblo
1985-01-01,11752,CO,"Pueblo, CO",Pueblo
1986-01-01,12222,CO,"Pueblo, CO",Pueblo
1987-01-01,12385,CO,"Pueblo, CO",Pueblo
1988-01-01,13136,CO,"Pueblo, CO",Pueblo
1989-01-01,14083,CO,"Pueblo, CO",Pueblo
1990-01-01,14803,CO,"Pueblo, CO",Pueblo
1991-01-01,15465,CO,"Pueblo, CO",Pueblo
1992-01-01,16334,CO,"Pueblo, CO",Pueblo
1993-01-01,16991,CO,"Pueblo, CO",Pueblo
1994-01-01,17926,CO,"Pueblo, CO",Pueblo
1995-01-01,19274,CO,"Pueblo, CO",Pueblo
1996-01-01,19886,CO,"Pueblo, CO",Pueblo
1997-01-01,20982,CO,"Pueblo, CO",Pueblo
1998-01-01,21819,CO,"Pueblo, CO",Pueblo
1999-01-01,22563,CO,"Pueblo, CO",Pueblo
2000-01-01,23714,CO,"Pueblo, CO",Pueblo
2001-01-01,24282,CO,"Pueblo, CO",Pueblo
2002-01-01,24657,CO,"Pueblo, CO",Pueblo
2003-01-01,25343,CO,"Pueblo, CO",Pueblo
2004-01-01,26023,CO,"Pueblo, CO",Pueblo
2005-01-01,26536,CO,"Pueblo, CO",Pueblo
2006-01-01,27375,CO,"Pueblo, CO",Pueblo
2007-01-01,28946,CO,"Pueblo, CO",Pueblo
2008-01-01,28669,CO,"Pueblo, CO",Pueblo
2009-01-01,28621,CO,"Pueblo, CO",Pueblo
2010-01-01,29405,CO,"Pueblo, CO",Pueblo
2011-01-01,30454,CO,"Pueblo, CO",Pueblo
2012-01-01,31148,CO,"Pueblo, CO",Pueblo
2013-01-01,31707,CO,"Pueblo, CO",Pueblo
2014-01-01,33356,CO,"Pueblo, CO",Pueblo
2015-01-01,34751,CO,"Pueblo, CO",Pueblo
2016-01-01,35333,CO,"Pueblo, CO",Pueblo
2017-01-01,36226,CO,"Pueblo, CO",Pueblo
2018-01-01,37969,CO,"Pueblo, CO",Pueblo
2019-01-01,39533,CO,"Pueblo, CO",Pueblo
2020-01-01,43196,CO,"Pueblo, CO",Pueblo
1969-01-01,2682,WV,"Morgantown, WV",Morgantown
1970-01-01,2983,WV,"Morgantown, WV",Morgantown
1971-01-01,3271,WV,"Morgantown, WV",Morgantown
1972-01-01,3622,WV,"Morgantown, WV",Morgantown
1973-01-01,3791,WV,"Morgantown, WV",Morgantown
1974-01-01,4106,WV,"Morgantown, WV",Morgantown
1975-01-01,4685,WV,"Morgantown, WV",Morgantown
1976-01-01,5135,WV,"Morgantown, WV",Morgantown
1977-01-01,5659,WV,"Morgantown, WV",Morgantown
1978-01-01,6255,WV,"Morgantown, WV",Morgantown
1979-01-01,6669,WV,"Morgantown, WV",Morgantown
1980-01-01,7328,WV,"Morgantown, WV",Morgantown
1981-01-01,8141,WV,"Morgantown, WV",Morgantown
1982-01-01,8878,WV,"Morgantown, WV",Morgantown
1983-01-01,9436,WV,"Morgantown, WV",Morgantown
1984-01-01,10141,WV,"Morgantown, WV",Morgantown
1985-01-01,10811,WV,"Morgantown, WV",Morgantown
1986-01-01,11254,WV,"Morgantown, WV",Morgantown
1987-01-01,11812,WV,"Morgantown, WV",Morgantown
1988-01-01,13195,WV,"Morgantown, WV",Morgantown
1989-01-01,13922,WV,"Morgantown, WV",Morgantown
1990-01-01,15026,WV,"Morgantown, WV",Morgantown
1991-01-01,15708,WV,"Morgantown, WV",Morgantown
1992-01-01,16984,WV,"Morgantown, WV",Morgantown
1993-01-01,17317,WV,"Morgantown, WV",Morgantown
1994-01-01,18065,WV,"Morgantown, WV",Morgantown
1995-01-01,18488,WV,"Morgantown, WV",Morgantown
1996-01-01,19102,WV,"Morgantown, WV",Morgantown
1997-01-01,19554,WV,"Morgantown, WV",Morgantown
1998-01-01,20337,WV,"Morgantown, WV",Morgantown
1999-01-01,21188,WV,"Morgantown, WV",Morgantown
2000-01-01,22869,WV,"Morgantown, WV",Morgantown
2001-01-01,24070,WV,"Morgantown, WV",Morgantown
2002-01-01,25104,WV,"Morgantown, WV",Morgantown
2003-01-01,25178,WV,"Morgantown, WV",Morgantown
2004-01-01,26757,WV,"Morgantown, WV",Morgantown
2005-01-01,28525,WV,"Morgantown, WV",Morgantown
2006-01-01,29643,WV,"Morgantown, WV",Morgantown
2007-01-01,30358,WV,"Morgantown, WV",Morgantown
2008-01-01,32048,WV,"Morgantown, WV",Morgantown
2009-01-01,32761,WV,"Morgantown, WV",Morgantown
2010-01-01,35181,WV,"Morgantown, WV",Morgantown
2011-01-01,36219,WV,"Morgantown, WV",Morgantown
2012-01-01,36836,WV,"Morgantown, WV",Morgantown
2013-01-01,37065,WV,"Morgantown, WV",Morgantown
2014-01-01,38699,WV,"Morgantown, WV",Morgantown
2015-01-01,40386,WV,"Morgantown, WV",Morgantown
2016-01-01,39793,WV,"Morgantown, WV",Morgantown
2017-01-01,41668,WV,"Morgantown, WV",Morgantown
2018-01-01,43856,WV,"Morgantown, WV",Morgantown
2019-01-01,44753,WV,"Morgantown, WV",Morgantown
2020-01-01,46841,WV,"Morgantown, WV",Morgantown
1969-01-01,4662,CA,"Napa, CA",Napa
1970-01-01,4795,CA,"Napa, CA",Napa
1971-01-01,5097,CA,"Napa, CA",Napa
1972-01-01,5387,CA,"Napa, CA",Napa
1973-01-01,5797,CA,"Napa, CA",Napa
1974-01-01,6377,CA,"Napa, CA",Napa
1975-01-01,7207,CA,"Napa, CA",Napa
1976-01-01,7846,CA,"Napa, CA",Napa
1977-01-01,8571,CA,"Napa, CA",Napa
1978-01-01,9780,CA,"Napa, CA",Napa
1979-01-01,10687,CA,"Napa, CA",Napa
1980-01-01,11739,CA,"Napa, CA",Napa
1981-01-01,13312,CA,"Napa, CA",Napa
1982-01-01,14107,CA,"Napa, CA",Napa
1983-01-01,14960,CA,"Napa, CA",Napa
1984-01-01,16272,CA,"Napa, CA",Napa
1985-01-01,17358,CA,"Napa, CA",Napa
1986-01-01,18422,CA,"Napa, CA",Napa
1987-01-01,19121,CA,"Napa, CA",Napa
1988-01-01,20581,CA,"Napa, CA",Napa
1989-01-01,22235,CA,"Napa, CA",Napa
1990-01-01,23081,CA,"Napa, CA",Napa
1991-01-01,24199,CA,"Napa, CA",Napa
1992-01-01,24862,CA,"Napa, CA",Napa
1993-01-01,25737,CA,"Napa, CA",Napa
1994-01-01,26620,CA,"Napa, CA",Napa
1995-01-01,27637,CA,"Napa, CA",Napa
1996-01-01,29329,CA,"Napa, CA",Napa
1997-01-01,31025,CA,"Napa, CA",Napa
1998-01-01,32716,CA,"Napa, CA",Napa
1999-01-01,35405,CA,"Napa, CA",Napa
2000-01-01,38503,CA,"Napa, CA",Napa
2001-01-01,41048,CA,"Napa, CA",Napa
2002-01-01,41080,CA,"Napa, CA",Napa
2003-01-01,41136,CA,"Napa, CA",Napa
2004-01-01,41623,CA,"Napa, CA",Napa
2005-01-01,44064,CA,"Napa, CA",Napa
2006-01-01,46401,CA,"Napa, CA",Napa
2007-01-01,47853,CA,"Napa, CA",Napa
2008-01-01,47613,CA,"Napa, CA",Napa
2009-01-01,46018,CA,"Napa, CA",Napa
2010-01-01,46755,CA,"Napa, CA",Napa
2011-01-01,48461,CA,"Napa, CA",Napa
2012-01-01,53348,CA,"Napa, CA",Napa
2013-01-01,55129,CA,"Napa, CA",Napa
2014-01-01,59462,CA,"Napa, CA",Napa
2015-01-01,64005,CA,"Napa, CA",Napa
2016-01-01,67670,CA,"Napa, CA",Napa
2017-01-01,69528,CA,"Napa, CA",Napa
2018-01-01,70161,CA,"Napa, CA",Napa
2019-01-01,73886,CA,"Napa, CA",Napa
2020-01-01,82408,CA,"Napa, CA",Napa
1969-01-01,3295,NY,"Watertown-Fort Drum, NY",Watertown
1970-01-01,3535,NY,"Watertown-Fort Drum, NY",Watertown
1971-01-01,3758,NY,"Watertown-Fort Drum, NY",Watertown
1972-01-01,3902,NY,"Watertown-Fort Drum, NY",Watertown
1973-01-01,4215,NY,"Watertown-Fort Drum, NY",Watertown
1974-01-01,4606,NY,"Watertown-Fort Drum, NY",Watertown
1975-01-01,4998,NY,"Watertown-Fort Drum, NY",Watertown
1976-01-01,5309,NY,"Watertown-Fort Drum, NY",Watertown
1977-01-01,5635,NY,"Watertown-Fort Drum, NY",Watertown
1978-01-01,6255,NY,"Watertown-Fort Drum, NY",Watertown
1979-01-01,6929,NY,"Watertown-Fort Drum, NY",Watertown
1980-01-01,7797,NY,"Watertown-Fort Drum, NY",Watertown
1981-01-01,8557,NY,"Watertown-Fort Drum, NY",Watertown
1982-01-01,9442,NY,"Watertown-Fort Drum, NY",Watertown
1983-01-01,10062,NY,"Watertown-Fort Drum, NY",Watertown
1984-01-01,11080,NY,"Watertown-Fort Drum, NY",Watertown
1985-01-01,11894,NY,"Watertown-Fort Drum, NY",Watertown
1986-01-01,12836,NY,"Watertown-Fort Drum, NY",Watertown
1987-01-01,14268,NY,"Watertown-Fort Drum, NY",Watertown
1988-01-01,15237,NY,"Watertown-Fort Drum, NY",Watertown
1989-01-01,16323,NY,"Watertown-Fort Drum, NY",Watertown
1990-01-01,16606,NY,"Watertown-Fort Drum, NY",Watertown
