date,"All Employees: Professional, Scientific, and Technical Services",state,msa,city,title,id,frequency,seasonal_adjustment
1992-03-01,292.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-04-01,289.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-05-01,288.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-06-01,288.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-07-01,286.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-08-01,284.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-09-01,281.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-10-01,285.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-11-01,285.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1992-12-01,283.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-01-01,282.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-02-01,281.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-03-01,278.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-04-01,284.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-05-01,283.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-06-01,282,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-07-01,282.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-08-01,281.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-09-01,280.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-10-01,279.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-11-01,278.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1993-12-01,279.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-01-01,280.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-02-01,279.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-03-01,279.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-04-01,279.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-05-01,275.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-06-01,276.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-07-01,275,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-08-01,275.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-09-01,277.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-10-01,275.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-11-01,276,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1994-12-01,277,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-01-01,279.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-02-01,280.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-03-01,280,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-04-01,276.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-05-01,276.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-06-01,277,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-07-01,275.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-08-01,275.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-09-01,276.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-10-01,276.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-11-01,276.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1995-12-01,276.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-01-01,273.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-02-01,274.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-03-01,274.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-04-01,272.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-05-01,276.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-06-01,274.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-07-01,277.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-08-01,278.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-09-01,278.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-10-01,278.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-11-01,279.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1996-12-01,278.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-01-01,280.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-02-01,282.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-03-01,282.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-04-01,288.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-05-01,290.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-06-01,290.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-07-01,290.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-08-01,290.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-09-01,288.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-10-01,294.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-11-01,293.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1997-12-01,295,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-01-01,299.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-02-01,301,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-03-01,304.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-04-01,310.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-05-01,303.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-06-01,307.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-07-01,310,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-08-01,308.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-09-01,308.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-10-01,307.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-11-01,308.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1998-12-01,308.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-01-01,308.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-02-01,303.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-03-01,302.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-04-01,307.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-05-01,307.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-06-01,309.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-07-01,311.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-08-01,311.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-09-01,313.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-10-01,312.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-11-01,313.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
1999-12-01,316.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-01-01,313.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-02-01,314.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-03-01,313.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-04-01,314.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-05-01,315.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-06-01,318.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-07-01,319.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-08-01,321.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-09-01,323.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-10-01,325.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
2000-11-01,326.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Professional, Scientific, and Technical Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006054000001SA,Monthly,Seasonally Adjusted
