date,"All Employees: Professional, Scientific, and Technical Services",state,msa,city,title,id,frequency,seasonal_adjustment
1996-06-01,506.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1996-07-01,508.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1996-08-01,511.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1996-09-01,513.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1996-10-01,516,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1996-11-01,520.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1996-12-01,523.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-01-01,520.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-02-01,522.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-03-01,525.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-04-01,529.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-05-01,531.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-06-01,535,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-07-01,539.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-08-01,541.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-09-01,543.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-10-01,545,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-11-01,547.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1997-12-01,551.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-01-01,557.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-02-01,560.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-03-01,563.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-04-01,565.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-05-01,567.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-06-01,570.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-07-01,577.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-08-01,577.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-09-01,578.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-10-01,586.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-11-01,588.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1998-12-01,590.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-01-01,594,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-02-01,596.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-03-01,597.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-04-01,601,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-05-01,602.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-06-01,605.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-07-01,608.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-08-01,610.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-09-01,611.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
1999-10-01,613.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Professional, Scientific, and Technical Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206054000001SA,Monthly,Seasonally Adjusted
