date,Average Hourly Earnings of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2013-02-01,24.071811773738602,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-03-01,24.1175512169443,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-04-01,24.5202263001511,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-05-01,24.5235452345922,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-06-01,24.8191747979706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-07-01,24.958908758211003,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-08-01,24.812351936317302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-09-01,25.199196059858398,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-10-01,25.2191083576126,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-11-01,24.9005344978162,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2013-12-01,25.3435872021084,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-01-01,25.1883968676473,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-02-01,25.492768803075105,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-03-01,25.656499215091,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-04-01,25.548437841812703,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-05-01,25.8535733002071,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-06-01,26.178899102466197,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-07-01,25.914605923731603,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-08-01,26.2265433382252,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-09-01,26.304641033185803,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-10-01,26.2307391468714,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-11-01,26.5435495061033,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2014-12-01,26.302133301132802,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-01-01,26.462530464656002,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-02-01,26.825746379847697,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-03-01,26.931668553140696,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-04-01,26.476074995244698,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-05-01,26.327847873464304,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-06-01,26.2648387143357,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-07-01,26.136456813537997,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-08-01,26.575187604802498,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-09-01,26.1182339934788,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-10-01,26.0389185242063,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-11-01,26.0839401203931,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2015-12-01,25.738078823582697,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-01-01,25.855398077635304,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-02-01,25.7684760054035,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-03-01,26.061515859209198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-04-01,25.878752620789104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-05-01,26.1914492257482,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-06-01,25.8637841956279,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-07-01,25.838611644064997,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-08-01,25.960659775658897,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-09-01,25.7968498760786,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-10-01,26.5055488121724,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-11-01,26.0807024262284,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2016-12-01,26.2099110290603,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-01-01,26.3734543069444,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-02-01,26.1710535845644,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-03-01,26.461762756304804,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-04-01,27.3044371582332,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-05-01,26.9423558099195,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-06-01,26.8820610591157,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-07-01,27.2994156261352,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-08-01,26.985169506164,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-09-01,27.0216389144655,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-10-01,27.359130088319997,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-11-01,27.131201191795203,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2017-12-01,27.091110221774503,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-01-01,27.169709110832,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-02-01,27.027415843363197,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-03-01,26.922477512343,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-04-01,27.1810229133637,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-05-01,27.0027006495366,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-06-01,27.3048933857022,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-07-01,27.832617132133397,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-08-01,27.5931174430755,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-09-01,27.803082452663304,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-10-01,27.4359553623005,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-11-01,27.945750722874898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2018-12-01,28.1668056422021,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-01-01,27.937725251171997,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-02-01,27.8342371015068,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-03-01,27.7537808514389,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-04-01,27.796432927459396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-05-01,27.7025993350145,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-06-01,28.3093883572593,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-07-01,27.8943960188592,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-08-01,27.8903670737778,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-09-01,28.1944151378687,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-10-01,27.9882009284416,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-11-01,27.887999781697395,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2019-12-01,28.3327471576409,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-01-01,28.4288776767348,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-02-01,28.798887417986396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-03-01,28.9896972748829,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-04-01,29.819261519869798,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-05-01,29.3817130450878,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-06-01,29.4177266264095,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-07-01,29.3612514640292,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-08-01,29.6743734477835,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-09-01,29.621187581273603,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-10-01,29.852506420229897,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-11-01,30.762197126583,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2020-12-01,30.4598237686971,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-01-01,30.5901503914756,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-02-01,31.096402522014603,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-03-01,31.1321905897455,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-04-01,30.88631429029,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-05-01,31.5757146301468,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-06-01,31.481433398811898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-07-01,31.827944403156298,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-08-01,32.3685750023922,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-09-01,32.3974097576898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2021-10-01,32.623856727892196,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Average Hourly Earnings of All Employees: Total Private in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191000500000003SA,Monthly,Seasonally Adjusted
2007-01-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-02-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-03-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-04-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-05-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-06-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-07-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-08-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-09-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-10-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-11-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2007-12-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
2008-01-01,.,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Average Hourly Earnings of All Employees: Total Private in Detroit-Warren-Dearborn, MI (MSA)",SMU26198200500000003SA,Monthly,Seasonally Adjusted
