date,Housing Inventory: Pending Listing Count Year-Over-Year,state,msa,city
2021-01-01,630.77,ID,"Lewiston, ID-WA",Lewiston
2021-02-01,1275.0,ID,"Lewiston, ID-WA",Lewiston
2021-03-01,1066.67,ID,"Lewiston, ID-WA",Lewiston
2021-04-01,650.0,ID,"Lewiston, ID-WA",Lewiston
2021-05-01,-5.26,ID,"Lewiston, ID-WA",Lewiston
2021-06-01,-25.75,ID,"Lewiston, ID-WA",Lewiston
2021-07-01,-26.8,ID,"Lewiston, ID-WA",Lewiston
2021-08-01,-19.08,ID,"Lewiston, ID-WA",Lewiston
2021-09-01,-9.09,ID,"Lewiston, ID-WA",Lewiston
2021-10-01,-2.33,ID,"Lewiston, ID-WA",Lewiston
2021-11-01,-8.46,ID,"Lewiston, ID-WA",Lewiston
