date,All Employees: Administrative and Support and Waste Management and Remediation Services,state,msa,city,title,id,frequency,seasonal_adjustment
1995-10-01,392.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-11-01,391.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1995-12-01,391.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-01-01,399.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-02-01,408.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-03-01,406.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-04-01,404.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-05-01,409.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-06-01,409.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-07-01,412.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-08-01,414.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-09-01,416.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-10-01,418.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-11-01,422,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1996-12-01,423.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-01-01,425.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-02-01,426.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-03-01,427.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-04-01,430.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-05-01,432.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-06-01,433.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-07-01,434.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-08-01,438.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-09-01,440.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-10-01,443.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-11-01,444.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1997-12-01,447.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-01-01,447.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-02-01,447,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-03-01,449.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-04-01,454.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-05-01,455.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-06-01,458.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-07-01,462.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-08-01,462.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-09-01,461.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-10-01,464.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-11-01,465.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1998-12-01,468.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-01-01,468.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-02-01,473.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-03-01,475.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-04-01,476.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-05-01,474.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-06-01,477.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-07-01,481.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-08-01,482.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-09-01,481.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-10-01,489.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-11-01,490.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
1999-12-01,491.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-01-01,494.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-02-01,497,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-03-01,499.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-04-01,501.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-05-01,504.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-06-01,506.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
2000-07-01,504.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Administrative and Support and Waste Management and Remediation Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206056000001SA,Monthly,Seasonally Adjusted
