date,All Employees: Administrative and Support and Waste Management and Remediation Services,state,msa,city,title,id,frequency,seasonal_adjustment
1994-05-01,293.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-06-01,294,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-07-01,294.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-08-01,295.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-09-01,297.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-10-01,302,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-11-01,304.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1994-12-01,308.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-01-01,305.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-02-01,311.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-03-01,312.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-04-01,315.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-05-01,316.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-06-01,318.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-07-01,311,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-08-01,316,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-09-01,316.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-10-01,313.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-11-01,316.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1995-12-01,317.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-01-01,321.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-02-01,320.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-03-01,323.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-04-01,323.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-05-01,325.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-06-01,327.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-07-01,330.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-08-01,330,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-09-01,331.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-10-01,335.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-11-01,336,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1996-12-01,341.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-01-01,333.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-02-01,334,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-03-01,336.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-04-01,338.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-05-01,340.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-06-01,344.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-07-01,345.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-08-01,349.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-09-01,351.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-10-01,354.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-11-01,356,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1997-12-01,359.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-01-01,362.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-02-01,365.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-03-01,364.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-04-01,361.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-05-01,367.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-06-01,366,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-07-01,366.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-08-01,371,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-09-01,369.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-10-01,369.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-11-01,369,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1998-12-01,371.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-01-01,360.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-02-01,361.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-03-01,365.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-04-01,377.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-05-01,377.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-06-01,379.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-07-01,382.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-08-01,381.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-09-01,384.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-10-01,385.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-11-01,390.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
1999-12-01,394.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-01-01,387.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-02-01,389.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-03-01,391.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-04-01,393.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-05-01,391,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-06-01,392.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-07-01,394.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-08-01,394.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-09-01,395.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-10-01,396.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-11-01,395.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2000-12-01,393.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-01-01,397.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-02-01,396.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-03-01,394.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-04-01,384.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-05-01,386.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-06-01,384.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-07-01,382.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-08-01,382.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-09-01,382.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-10-01,376.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-11-01,373,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2001-12-01,373.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-01-01,379.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-02-01,375.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-03-01,377.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-04-01,378.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-05-01,381,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-06-01,380.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-07-01,377.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-08-01,378.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-09-01,378.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
2002-10-01,380.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Administrative and Support and Waste Management and Remediation Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006056000001SA,Monthly,Seasonally Adjusted
