date,All Employees: Education and Health Services: Health Care and Social Assistance,state,msa,city
1996-05-01,188.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-06-01,189.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-07-01,189.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-08-01,191.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-09-01,191.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-10-01,192.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-11-01,194.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-12-01,194.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-01-01,193.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-02-01,195.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-03-01,197.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-04-01,197.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-05-01,199.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-06-01,201.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-07-01,203.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-08-01,204.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-09-01,205.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-10-01,203.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-11-01,203.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-12-01,204.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-01-01,201.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-02-01,201.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-03-01,202.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-04-01,203.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-05-01,203.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-06-01,205.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-07-01,205.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-08-01,206.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-09-01,206.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-10-01,204.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-11-01,206.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-12-01,206.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-01-01,202.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-02-01,203.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-03-01,204.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-04-01,205.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-05-01,204.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-06-01,205.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-07-01,207.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-08-01,208.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-09-01,208.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-10-01,208.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-11-01,208.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-12-01,208.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-01-01,206.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-02-01,206.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-03-01,208.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-04-01,207.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-05-01,208.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-06-01,210.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-07-01,210.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-08-01,210.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-09-01,211.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-10-01,210.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-11-01,210.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-12-01,211.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-01-01,210.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-02-01,211.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-03-01,213.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-04-01,213.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-05-01,215.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-06-01,217.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-07-01,218.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-08-01,219.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-09-01,219.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-10-01,219.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-11-01,219.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-12-01,220.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-01-01,219.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-02-01,220.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-03-01,221.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-04-01,222.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-05-01,223.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-06-01,225.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-07-01,225.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-08-01,228.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-09-01,227.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-10-01,226.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-11-01,228.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-12-01,228.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-01-01,229.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-02-01,229.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-03-01,230.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-04-01,231.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-05-01,232.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-06-01,232.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-07-01,234.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-08-01,235.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-09-01,234.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-10-01,234.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-11-01,234.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-12-01,235.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-01-01,231.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-02-01,233.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-03-01,234.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-04-01,235.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-05-01,236.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-06-01,237.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-07-01,239.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-08-01,240.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-09-01,240.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-10-01,242.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-11-01,242.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-12-01,244.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-01-01,239.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-02-01,241.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-03-01,242.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-04-01,243.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-05-01,244.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-06-01,245.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-07-01,248.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-08-01,248.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-09-01,250.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-10-01,251.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-11-01,251.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-12-01,253.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-01-01,250.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-02-01,251.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-03-01,252.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-04-01,254.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-05-01,256.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-06-01,259.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-07-01,260.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-08-01,262.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-09-01,262.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-10-01,262.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-11-01,264.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-12-01,266.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-01-01,262.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-02-01,265.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-03-01,267.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-04-01,267.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-05-01,268.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-06-01,271.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-07-01,271.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-08-01,273.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-09-01,274.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-10-01,275.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-11-01,276.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-12-01,277.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-01-01,275.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-02-01,277.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-03-01,277.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-04-01,277.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-05-01,280.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-06-01,282.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-07-01,282.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-08-01,284.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-09-01,284.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-10-01,285.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-11-01,287.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-12-01,289.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-01-01,285.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-02-01,287.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-03-01,289.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-04-01,289.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-05-01,292.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-06-01,294.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-07-01,297.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-08-01,299.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-09-01,299.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-10-01,302.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-11-01,302.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-12-01,304.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-01-01,298.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-02-01,299.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-03-01,302.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-04-01,303.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-05-01,304.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-06-01,306.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-07-01,306.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-08-01,308.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-09-01,308.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-10-01,310.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-11-01,311.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-12-01,313.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-01-01,309.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-02-01,309.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-03-01,312.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-04-01,314.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-05-01,316.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-06-01,317.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-07-01,319.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-08-01,320.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-09-01,321.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-10-01,321.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-11-01,322.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-12-01,325.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-01-01,320.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-02-01,322.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-03-01,324.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-04-01,323.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-05-01,324.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-06-01,325.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-07-01,325.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-08-01,327.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-09-01,327.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-10-01,328.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-11-01,329.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-12-01,331.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-01-01,325.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-02-01,328.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-03-01,329.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-04-01,330.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-05-01,332.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-06-01,333.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-07-01,332.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-08-01,336.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-09-01,336.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-10-01,338.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-11-01,340.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-12-01,340.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-01-01,338.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-02-01,340.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-03-01,341.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-04-01,341.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-05-01,343.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-06-01,344.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-07-01,344.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-08-01,348.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-09-01,348.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-10-01,350.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-11-01,352.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-12-01,353.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-01-01,350.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-02-01,353.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-03-01,354.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-04-01,356.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-05-01,358.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-06-01,359.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-07-01,361.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-08-01,363.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-09-01,363.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-10-01,364.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-11-01,366.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-12-01,368.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-01-01,364.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-02-01,366.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-03-01,368.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-04-01,368.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-05-01,370.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-06-01,369.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-07-01,371.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-08-01,373.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-09-01,374.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-10-01,375.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-11-01,376.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-12-01,377.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,376.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-02-01,379.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-03-01,380.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-04-01,380.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-05-01,381.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-06-01,383.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,381.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-08-01,384.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-09-01,383.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-10-01,383.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-11-01,385.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-12-01,386.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,383.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-02-01,385.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-03-01,386.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-04-01,386.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-05-01,387.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-06-01,389.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-07-01,390.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-08-01,392.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-09-01,392.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-10-01,393.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-11-01,394.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-12-01,396.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,392.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,395.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,395.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,397.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,399.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,399.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,399.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,402.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,401.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,403.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,405.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,405.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,402.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-02-01,405.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-03-01,404.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-04-01,359.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-05-01,374.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-06-01,382.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-07-01,382.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-08-01,385.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-09-01,386.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-10-01,390.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-11-01,389.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-12-01,393.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-01-01,392.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-02-01,390.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-03-01,392.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-04-01,390.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-05-01,392.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-06-01,389.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-07-01,392.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-08-01,393.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-09-01,392.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-10-01,395.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-01-01,139.051123446546,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-02-01,141.07909126649201,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-03-01,141.49905324944,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-04-01,141.74893665404102,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-05-01,142.76034380483,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-06-01,143.850825903778,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-07-01,144.029440471647,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-08-01,146.394709792847,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-09-01,147.17573788976802,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-10-01,148.300038034137,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-11-01,149.27445231767402,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1990-12-01,149.651181903341,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-01-01,149.759566531521,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-02-01,150.360759476979,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-03-01,151.446264375079,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-04-01,152.698186017061,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-05-01,153.797365530146,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-06-01,153.807816065663,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-07-01,155.37242215908898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-08-01,155.635535911111,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-09-01,155.639420372744,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-10-01,156.083396381769,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-11-01,156.55878680050301,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1991-12-01,156.91575681191,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-01-01,158.10953128753,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-02-01,158.72750952689302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-03-01,158.954793997453,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-04-01,159.471107849517,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-05-01,159.834673431542,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-06-01,160.644333773526,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-07-01,161.15749801006902,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-08-01,161.878507697866,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-09-01,162.179737040015,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-10-01,163.083081435498,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-11-01,163.547755739063,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1992-12-01,164.571080910203,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-01-01,165.137796628622,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-02-01,165.024419117236,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-03-01,165.399277051192,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
