date,All Employees: Education and Health Services: Health Care and Social Assistance,state,msa,city
1993-04-01,165.653464333676,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-05-01,165.680058893685,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-06-01,166.090315792967,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-07-01,166.818601222204,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-08-01,166.88675970485,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-09-01,168.708713775487,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-10-01,167.27562811402998,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-11-01,167.61337367780501,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1993-12-01,168.210606438376,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-01-01,169.128089604564,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-02-01,169.703325121133,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-03-01,169.49968497672302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-04-01,171.85345870137903,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-05-01,171.930175464351,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-06-01,172.70125139698501,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-07-01,172.66619346088902,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-08-01,173.57694221501,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-09-01,174.18799835775903,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-10-01,175.271833070208,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-11-01,176.059442335461,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1994-12-01,176.642269165868,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-01-01,176.865152044061,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-02-01,177.99918589113,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-03-01,178.73265941954898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-04-01,180.104980210321,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-05-01,180.87160561016302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-06-01,181.660459070541,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-07-01,183.354871081713,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-08-01,183.701116386115,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-09-01,185.251418530433,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-10-01,185.756214916039,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-11-01,186.359763311665,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1995-12-01,186.751122099222,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-01-01,186.749799090762,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-02-01,187.440814542888,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-03-01,188.203994866842,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-04-01,188.02134987798198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-05-01,188.611737963512,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-06-01,189.07338201472498,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-07-01,188.787577097979,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-08-01,189.7032348218,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-09-01,190.64281000351602,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-10-01,192.172634664908,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-11-01,193.519618840647,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1996-12-01,193.744610448192,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-01-01,196.177941478382,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-02-01,197.41884311053698,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-03-01,198.37696601207,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-04-01,198.262350236616,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-05-01,200.034699126031,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-06-01,200.570572553613,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-07-01,202.174731278181,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-08-01,203.134621497812,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-09-01,204.724803676162,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-10-01,203.091207981232,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-11-01,203.145501892734,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1997-12-01,203.500018820927,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-01-01,203.72768834892898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-02-01,203.454089482407,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-03-01,203.12507621926602,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-04-01,204.267147940465,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-05-01,204.431592191352,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-06-01,204.864410652502,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-07-01,204.42151712083802,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-08-01,204.744555864931,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-09-01,204.88545288779702,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-10-01,203.97683351583302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-11-01,205.587862889075,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1998-12-01,205.66939499762,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-01-01,204.88097035909303,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-02-01,205.53209984161998,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-03-01,205.579936372493,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-04-01,206.026295380352,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-05-01,205.261938732715,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-06-01,205.26609305564702,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-07-01,206.21977364368303,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-08-01,206.675717182205,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-09-01,206.874583416329,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-10-01,207.86547675657397,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-11-01,207.94807768743698,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
1999-12-01,208.32454250779998,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-01-01,208.82710796636798,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-02-01,208.23219050897302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-03-01,209.05375432402198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-04-01,208.640790803564,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-05-01,209.40367271744,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-06-01,209.54238303251,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-07-01,209.473703268106,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-08-01,209.00117705788503,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-09-01,210.21226970624198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-10-01,210.022525417973,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-11-01,210.256335774765,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2000-12-01,210.51105442199403,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-01-01,212.11963928730898,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-02-01,212.96438431376,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-03-01,213.830652943697,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-04-01,214.38338312285703,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-05-01,215.405896932397,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-06-01,216.85609501362498,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-07-01,217.26771882994998,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-08-01,217.81967423785701,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-09-01,218.360761013521,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-10-01,218.82222134290902,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-11-01,219.545235543026,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2001-12-01,220.040925752684,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-01-01,221.12243454103,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-02-01,222.034449559718,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-03-01,222.362281521068,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-04-01,223.24944499084302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-05-01,223.85729985026902,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-06-01,224.78069539300597,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-07-01,224.56680623174,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-08-01,226.736197472395,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-09-01,226.92292219612702,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-10-01,226.34498103060298,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-11-01,227.732959827841,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2002-12-01,227.832348946198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-01-01,231.256450458031,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-02-01,231.38572511454498,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-03-01,231.488555269462,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-04-01,232.021832126516,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-05-01,232.45218916148602,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-06-01,232.47392645351002,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-07-01,233.441106271679,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-08-01,233.782804614403,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-09-01,233.35517075909598,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-10-01,233.75577490383,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-11-01,234.261499070046,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2003-12-01,234.082914455546,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-01-01,234.264452119963,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-02-01,234.629285040353,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-03-01,235.597771430169,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-04-01,236.32347577700298,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-05-01,237.03816053005798,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-06-01,236.730737606828,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-07-01,238.048615364914,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-08-01,238.554157089046,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-09-01,239.26805471778198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-10-01,241.840761726777,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-11-01,242.064887063007,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2004-12-01,242.71222970687,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-01-01,242.357610429936,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-02-01,242.65576148328,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-03-01,243.41976448767102,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-04-01,244.323232961058,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-05-01,244.907105660806,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-06-01,244.99799458715302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-07-01,247.668288174746,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-08-01,247.517981015533,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-09-01,249.23044891513598,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-10-01,250.479116143382,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-11-01,250.597002232798,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2005-12-01,251.457917712089,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-01-01,252.61241999343798,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-02-01,253.388791353278,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-03-01,253.706423443147,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-04-01,255.8023365745,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-05-01,256.803456311807,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-06-01,259.00414130616,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-07-01,259.250364879669,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-08-01,260.665378304064,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-09-01,261.59195194693297,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-10-01,261.902240093748,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-11-01,263.067899641132,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2006-12-01,264.465254039629,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-01-01,264.636676936556,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-02-01,266.933505500516,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-03-01,268.290391283896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-04-01,268.57243392554403,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-05-01,269.350901527833,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-06-01,271.08183226672503,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-07-01,271.263627968269,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-08-01,272.359200957576,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-09-01,273.627625617189,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-10-01,274.138229924109,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-11-01,275.504978141666,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2007-12-01,275.157270932107,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-01-01,278.068370286263,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-02-01,279.428445355081,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-03-01,278.986464325302,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-04-01,279.068356886623,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-05-01,281.248589517009,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-06-01,281.36707908559504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-07-01,282.341250830587,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-08-01,283.14888324003397,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-09-01,283.724708689517,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-10-01,284.466401664344,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-11-01,285.86698020848803,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-12-01,287.133194296013,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-01-01,288.390925959341,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-02-01,289.06242384661596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-03-01,290.229641103742,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-04-01,291.274670959713,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-05-01,292.751130871704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-06-01,294.357159898278,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-07-01,296.954276020896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-08-01,297.70658853162996,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-09-01,299.157212481113,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-10-01,301.593324523175,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-11-01,301.597577433214,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-12-01,302.216244315864,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-01-01,301.28736010090597,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-02-01,301.944179450055,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-03-01,303.840138217013,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-04-01,304.393554068236,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-05-01,305.144080297775,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-06-01,306.236963697123,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-07-01,306.164340953632,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-08-01,307.151113248541,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-09-01,307.472306564831,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-10-01,309.646106947948,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-11-01,309.959064675605,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-12-01,310.857966970612,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-01-01,312.371761916539,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-02-01,311.523137507332,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-03-01,313.687293775438,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-04-01,315.689864393176,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-05-01,316.734572154553,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-06-01,317.259737050404,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-07-01,318.84708732313203,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-08-01,319.475327769585,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-09-01,321.369284704597,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-10-01,320.856419012573,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-11-01,321.516072943152,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-12-01,322.757821143942,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-01-01,323.102809380991,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-02-01,324.332536911797,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-03-01,325.047061175327,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-04-01,324.87203745504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-05-01,324.923157733227,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-06-01,325.385548831788,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-07-01,325.179823940057,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-08-01,326.343725547647,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-09-01,327.061516142631,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-10-01,327.171554375056,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-11-01,327.919274227175,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-12-01,328.745596503245,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-01-01,328.601457136441,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-02-01,330.172560424149,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-03-01,330.58380754075296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-04-01,331.789404603703,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-05-01,332.506469410293,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-06-01,333.090177343493,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-07-01,333.002501223913,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-08-01,334.78517999407796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-09-01,336.054367140836,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-10-01,337.218908667248,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-11-01,338.751608818262,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-12-01,338.586727808339,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-01-01,340.57599098981603,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-02-01,341.251265007918,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-03-01,342.274482938833,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-04-01,342.23239831972,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-05-01,343.529490427052,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-06-01,344.59960322861804,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-07-01,344.539401706862,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-08-01,347.013507561464,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-09-01,348.24241410443705,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-10-01,349.658138059213,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-11-01,350.99136224708,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-12-01,351.678277784338,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-01-01,353.020713408034,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-02-01,354.102625196074,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-03-01,354.53769955495795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-04-01,357.248578166038,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-05-01,358.836735327183,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-06-01,360.03034091523597,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-07-01,361.781407217425,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-08-01,362.61043052533796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-09-01,363.136358778256,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-10-01,364.328792513742,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-11-01,365.14844209250504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-12-01,366.200688349739,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-01-01,367.091462968976,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-02-01,367.574898903387,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-03-01,368.516225759692,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-04-01,369.705565962809,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-05-01,370.451346606298,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-06-01,369.99154600630897,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-07-01,371.72173845695704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-08-01,372.51384605097,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-09-01,374.73925719977797,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-10-01,374.57208616319394,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-11-01,375.274316560435,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-12-01,375.796164901596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,378.68027511030294,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-02-01,379.800709431154,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-03-01,381.027076804439,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-04-01,380.968126835296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-05-01,381.39898302199,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-06-01,383.759589553501,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,382.262712528703,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-08-01,382.967117439516,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-09-01,383.638060802456,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-10-01,383.34878962357396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-11-01,384.153807402155,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-12-01,384.66875759453,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,385.383860069374,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-02-01,385.882876599991,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-03-01,386.63341335820803,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-04-01,386.864189824478,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-05-01,387.62766703956396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-06-01,389.796116090782,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-07-01,390.84970143387,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-08-01,391.583788913491,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-09-01,392.300334837778,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-10-01,392.838196947917,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-11-01,393.442387423692,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-12-01,394.19471366537203,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,394.23129620872203,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,395.494023711572,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,396.217242341251,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,398.55221384545405,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,399.37532695538005,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,399.77296226319197,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,400.440855300766,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,401.745353012266,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,402.08454328400904,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,402.869695006277,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,403.80053743700995,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,402.957374248917,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,404.196628827771,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
