date,Housing Inventory: Median Days on Market,state,msa,city
2020-02-01,-19.6428571,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,-1.1627907,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,32.0512821,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,46.3414634,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,5.8139535,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,-4.5454545,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,-10.6382979,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,-14.2857143,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,-12.244898,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,-10.7142857,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,-13.2352941,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,-11.7241379,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,4.4444444,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,1.1764706,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,-30.0970874,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,-40.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,-27.4725275,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,-15.4761905,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,-15.4761905,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,-9.5238095,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,-4.6511628,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,-10.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-07-01,44.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-08-01,44.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-09-01,49.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-10-01,51.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-11-01,53.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-12-01,63.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,64.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-02-01,47.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-03-01,42.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-04-01,43.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-05-01,43.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-06-01,42.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,44.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-08-01,45.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-09-01,50.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-10-01,55.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-11-01,56.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-12-01,63.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,66.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-02-01,52.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-03-01,44.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-04-01,42.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-05-01,39.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-06-01,42.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-07-01,42.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-08-01,47.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-09-01,53.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-10-01,57.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-11-01,58.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-12-01,66.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,69.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,58.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,49.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,45.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,45.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,49.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,49.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,51.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,56.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,56.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,59.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,64.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,67.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-02-01,57.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-03-01,45.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-04-01,49.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-05-01,55.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-06-01,48.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-07-01,47.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-08-01,46.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-09-01,46.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-10-01,48.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-11-01,49.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-12-01,52.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-01-01,53.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-02-01,43.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-03-01,40.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-04-01,33.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-05-01,31.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-06-01,29.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-07-01,29.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-08-01,31.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-09-01,35.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-10-01,37.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-11-01,39.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,3.5294118,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-08-01,3.4090909,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-09-01,9.8901099,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-10-01,10.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-11-01,1.8181818,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-12-01,12.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,4.7619048,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-02-01,-21.2121212,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-03-01,-15.3846154,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-04-01,-3.4090909,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-05-01,-8.2352941,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-06-01,7.6923077,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-07-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-08-01,13.0952381,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-09-01,11.5789474,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-10-01,8.490566,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-11-01,1.7391304,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-12-01,12.8205128,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,5.3030303,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,-15.8273381,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,-16.2393162,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,-8.1632653,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,8.8888889,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,4.0816327,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,9.8039216,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,0.8928571,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,4.4247788,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,9.3220339,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,4.6511628,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-02-01,-15.5555556,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-03-01,-20.1754386,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-04-01,8.7912088,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-05-01,11.1111111,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-06-01,-12.7272727,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-07-01,-2.0833333,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-08-01,-2.1276596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-09-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-10-01,4.3478261,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-11-01,3.125,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-12-01,5.0505051,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-01-01,1.9230769,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-02-01,-18.8679245,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-03-01,-5.8139535,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-04-01,-18.5185185,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-05-01,-6.0606061,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-06-01,-6.4516129,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-07-01,1.7241379,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-08-01,5.0847458,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-09-01,14.516129,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-10-01,4.2253521,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-11-01,5.4054054,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-08-01,3.4090909,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-09-01,2.0408163,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-10-01,7.8431373,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-11-01,4.6728972,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-12-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,2.3255814,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-02-01,9.4736842,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-03-01,4.7619048,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-04-01,-1.1627907,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-05-01,-9.3023256,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-06-01,-1.1764706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-07-01,-4.5454545,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-08-01,4.3956044,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-09-01,6.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-10-01,4.5454545,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-11-01,4.4642857,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-12-01,4.7619048,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,5.3030303,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,12.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,11.3636364,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,5.8823529,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,15.3846154,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,16.6666667,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,16.6666667,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,7.3684211,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,5.6603774,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,-1.7391304,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,0.8547009,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,-2.2727273,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,-2.8776978,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-02-01,-2.5641026,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-03-01,-7.1428571,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-04-01,10.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-05-01,22.2222222,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-06-01,-2.0408163,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-07-01,-4.0816327,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-08-01,-9.8039216,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-09-01,-17.8571429,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-10-01,-15.0442478,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-11-01,-16.1016949,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-12-01,-19.379845,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-01-01,-21.4814815,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-02-01,-24.5614035,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-03-01,-10.989011,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-04-01,-33.3333333,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-05-01,-43.6363636,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-06-01,-39.5833333,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-07-01,-37.2340426,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-08-01,-32.6086957,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-09-01,-22.826087,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-10-01,-22.9166667,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-11-01,-21.2121212,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-07-01,53.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-08-01,54.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-09-01,58.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-10-01,62.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-11-01,64.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-12-01,71.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-01-01,73.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-02-01,61.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-03-01,50.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-04-01,50.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-05-01,48.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-06-01,49.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-07-01,51.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-08-01,53.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-09-01,64.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-10-01,69.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-11-01,66.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-12-01,70.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,73.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-02-01,64.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-03-01,49.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-04-01,44.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-05-01,43.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-06-01,45.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-07-01,51.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-08-01,54.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-09-01,59.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-10-01,63.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-11-01,64.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-12-01,69.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,74.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-02-01,65.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-03-01,55.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-04-01,51.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-05-01,50.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-06-01,52.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-07-01,52.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-08-01,57.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-09-01,59.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-10-01,63.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-11-01,64.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-12-01,69.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-01-01,71.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-02-01,58.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-03-01,49.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-04-01,54.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-05-01,63.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-06-01,57.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-07-01,52.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-08-01,50.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-09-01,50.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-10-01,50.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-11-01,50.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-12-01,55.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-01-01,60.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-02-01,51.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-03-01,51.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-04-01,42.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-05-01,38.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-06-01,36.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-07-01,36.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-08-01,37.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-09-01,41.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-10-01,45.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-11-01,47.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-07-01,3.030303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-08-01,4.9019608,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-09-01,19.6261682,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-10-01,7.8125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-11-01,-4.3478261,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-12-01,6.0606061,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,5.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-02-01,-12.244898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-03-01,-24.0310078,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-04-01,-9.1836735,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-05-01,-3.3707865,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-06-01,4.6511628,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-07-01,14.4444444,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-08-01,4.8543689,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-09-01,9.2592593,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-10-01,7.6271186,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-11-01,0.7874016,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-12-01,7.8125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,7.2463768,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-02-01,-11.4864865,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-03-01,-16.0305344,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-04-01,-7.2727273,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-05-01,-0.9803922,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-06-01,2.970297,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-07-01,0.9615385,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-08-01,8.5714286,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-09-01,4.3859649,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-10-01,5.8823529,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-11-01,1.5873016,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-12-01,7.8125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-01-01,2.8985507,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-02-01,-18.3098592,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-03-01,-15.5172414,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-04-01,11.2244898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-05-01,15.5963303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-06-01,-9.5238095,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-07-01,-8.7719298,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-08-01,-3.8461538,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-09-01,0.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-10-01,0.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-11-01,0.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-12-01,10.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-01-01,9.0909091,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-02-01,-14.1666667,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-03-01,-0.9708738,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-04-01,-16.6666667,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-05-01,-10.5882353,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-06-01,-3.9473684,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-07-01,-1.369863,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-08-01,2.7777778,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-09-01,12.1621622,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-10-01,8.4337349,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-11-01,4.4444444,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-07-01,-3.7735849,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-08-01,-1.8348624,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-09-01,9.4017094,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-10-01,11.2903226,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-11-01,3.125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-12-01,-1.4084507,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,0.6849315,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-02-01,4.8780488,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-03-01,-2.970297,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-04-01,-11.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-05-01,-10.4166667,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-06-01,-9.0909091,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-07-01,0.9803922,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-08-01,0.9345794,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-09-01,-7.8125,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-10-01,-7.9710145,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-11-01,-3.030303,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-12-01,-1.4285714,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,0.6802721,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-02-01,1.5503876,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-03-01,12.244898,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-04-01,14.6067416,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-05-01,17.4418605,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-06-01,15.5555556,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-07-01,1.9417476,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
