date,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,state,msa,city
2019-01-01,2.46,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-02-01,1.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-03-01,2.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-04-01,2.05,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-05-01,1.37,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-06-01,1.81,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-07-01,2.28,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-08-01,2.95,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-09-01,3.19,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-10-01,3.01,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-11-01,3.03,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-12-01,2.64,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-01-01,2.64,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-02-01,2.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-03-01,2.05,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-04-01,0.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-05-01,2.12,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-06-01,3.88,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-07-01,5.55,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-08-01,7.52,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-09-01,10.18,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-10-01,11.04,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-11-01,12.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2020-12-01,13.77,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-01-01,14.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-02-01,16.47,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-03-01,17.51,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-04-01,19.81,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-05-01,18.44,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-06-01,19.68,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-07-01,19.14,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-08-01,18.98,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-09-01,17.51,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-10-01,16.45,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2021-11-01,16.28,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-07-01,-1.55,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-08-01,-0.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-09-01,0.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-10-01,1.88,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-11-01,2.48,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-12-01,2.99,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,2.99,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-02-01,3.93,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-03-01,4.19,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-04-01,4.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-05-01,4.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-06-01,4.15,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-07-01,4.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-08-01,4.48,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-09-01,4.07,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-10-01,2.86,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-11-01,2.55,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-12-01,2.01,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,2.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-02-01,1.63,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-03-01,1.49,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-04-01,1.83,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-05-01,1.89,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-06-01,1.87,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-07-01,2.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-08-01,2.56,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-09-01,2.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-10-01,2.51,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-11-01,2.19,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-12-01,2.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-01-01,2.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-02-01,2.26,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-03-01,2.78,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-04-01,2.03,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-05-01,3.39,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-06-01,5.98,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-07-01,6.97,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-08-01,8.72,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-09-01,13.23,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-10-01,14.88,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-11-01,15.78,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2020-12-01,15.81,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-01-01,16.17,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-02-01,17.41,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-03-01,17.93,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-04-01,20.69,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-05-01,22.45,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-06-01,21.11,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-07-01,20.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-08-01,17.88,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-09-01,14.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-10-01,12.62,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2021-11-01,13.12,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-07-01,9.62,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-08-01,8.14,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-09-01,8.57,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-10-01,7.32,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-11-01,6.58,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-12-01,6.75,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,5.92,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-02-01,5.53,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-03-01,5.61,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-04-01,6.26,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-05-01,5.34,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-06-01,6.1,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-07-01,5.84,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-08-01,6.47,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-09-01,6.71,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-10-01,6.68,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-11-01,6.68,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-12-01,6.77,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,7.19,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-02-01,6.39,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-03-01,5.66,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-04-01,4.56,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-05-01,3.87,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-06-01,3.15,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-07-01,2.67,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-08-01,2.21,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-09-01,0.88,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-10-01,2.07,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-11-01,2.38,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-12-01,2.02,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,2.18,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-02-01,2.2,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-03-01,2.35,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-04-01,1.08,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-05-01,2.31,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-06-01,4.27,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-07-01,7.01,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-08-01,9.08,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-09-01,11.48,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-10-01,11.34,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-11-01,12.01,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-12-01,13.46,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-01-01,14.17,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-02-01,16.87,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-03-01,16.47,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-04-01,15.96,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-05-01,14.83,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-06-01,12.43,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-07-01,11.66,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-08-01,9.74,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-09-01,6.68,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-10-01,6.12,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-11-01,4.51,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-07-01,11.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-08-01,11.69,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-09-01,10.76,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-10-01,10.54,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-11-01,10.46,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-12-01,10.77,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,10.92,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-02-01,11.97,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-03-01,11.87,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-04-01,11.67,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-05-01,11.75,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-06-01,9.75,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-07-01,8.98,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-08-01,8.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-09-01,9.57,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-10-01,9.82,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-11-01,9.31,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-12-01,8.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,9.45,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-02-01,8.98,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-03-01,5.98,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-04-01,5.23,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-05-01,4.92,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-06-01,6.37,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-07-01,6.14,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-08-01,6.46,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-09-01,5.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-10-01,4.41,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-11-01,4.63,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-12-01,5.55,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,5.79,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-02-01,6.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-03-01,8.11,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-04-01,6.44,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-05-01,6.78,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-06-01,7.26,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-07-01,10.38,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-08-01,12.46,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-09-01,13.79,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-10-01,14.89,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-11-01,15.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-12-01,16.32,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-01-01,17.32,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-02-01,16.41,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-03-01,14.69,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-04-01,18.73,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-05-01,21.65,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-06-01,19.06,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-07-01,15.71,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-08-01,10.45,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-09-01,10.18,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-10-01,12.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-11-01,12.29,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-07-01,2.54,SC,"Charleston-North Charleston, SC",Charleston
2017-08-01,3.49,SC,"Charleston-North Charleston, SC",Charleston
2017-09-01,2.46,SC,"Charleston-North Charleston, SC",Charleston
2017-10-01,1.24,SC,"Charleston-North Charleston, SC",Charleston
2017-11-01,1.74,SC,"Charleston-North Charleston, SC",Charleston
2017-12-01,0.87,SC,"Charleston-North Charleston, SC",Charleston
2018-01-01,0.48,SC,"Charleston-North Charleston, SC",Charleston
2018-02-01,-0.06,SC,"Charleston-North Charleston, SC",Charleston
2018-03-01,2.74,SC,"Charleston-North Charleston, SC",Charleston
2018-04-01,2.42,SC,"Charleston-North Charleston, SC",Charleston
2018-05-01,2.77,SC,"Charleston-North Charleston, SC",Charleston
2018-06-01,2.61,SC,"Charleston-North Charleston, SC",Charleston
2018-07-01,2.92,SC,"Charleston-North Charleston, SC",Charleston
2018-08-01,2.48,SC,"Charleston-North Charleston, SC",Charleston
2018-09-01,3.75,SC,"Charleston-North Charleston, SC",Charleston
2018-10-01,5.23,SC,"Charleston-North Charleston, SC",Charleston
2018-11-01,4.61,SC,"Charleston-North Charleston, SC",Charleston
2018-12-01,5.0,SC,"Charleston-North Charleston, SC",Charleston
2019-01-01,5.75,SC,"Charleston-North Charleston, SC",Charleston
2019-02-01,8.09,SC,"Charleston-North Charleston, SC",Charleston
2019-03-01,6.91,SC,"Charleston-North Charleston, SC",Charleston
2019-04-01,7.58,SC,"Charleston-North Charleston, SC",Charleston
2019-05-01,6.9,SC,"Charleston-North Charleston, SC",Charleston
2019-06-01,8.37,SC,"Charleston-North Charleston, SC",Charleston
2019-07-01,8.17,SC,"Charleston-North Charleston, SC",Charleston
2019-08-01,8.13,SC,"Charleston-North Charleston, SC",Charleston
2019-09-01,7.0,SC,"Charleston-North Charleston, SC",Charleston
2019-10-01,5.43,SC,"Charleston-North Charleston, SC",Charleston
2019-11-01,6.39,SC,"Charleston-North Charleston, SC",Charleston
2019-12-01,6.43,SC,"Charleston-North Charleston, SC",Charleston
2020-01-01,6.79,SC,"Charleston-North Charleston, SC",Charleston
2020-02-01,4.99,SC,"Charleston-North Charleston, SC",Charleston
2020-03-01,5.53,SC,"Charleston-North Charleston, SC",Charleston
2020-04-01,2.44,SC,"Charleston-North Charleston, SC",Charleston
2020-05-01,4.85,SC,"Charleston-North Charleston, SC",Charleston
2020-06-01,6.04,SC,"Charleston-North Charleston, SC",Charleston
2020-07-01,8.1,SC,"Charleston-North Charleston, SC",Charleston
2020-08-01,11.59,SC,"Charleston-North Charleston, SC",Charleston
2020-09-01,15.91,SC,"Charleston-North Charleston, SC",Charleston
2020-10-01,17.69,SC,"Charleston-North Charleston, SC",Charleston
2020-11-01,16.67,SC,"Charleston-North Charleston, SC",Charleston
2020-12-01,19.08,SC,"Charleston-North Charleston, SC",Charleston
2021-01-01,21.23,SC,"Charleston-North Charleston, SC",Charleston
2021-02-01,29.47,SC,"Charleston-North Charleston, SC",Charleston
2021-03-01,27.49,SC,"Charleston-North Charleston, SC",Charleston
2021-04-01,32.41,SC,"Charleston-North Charleston, SC",Charleston
2021-05-01,35.41,SC,"Charleston-North Charleston, SC",Charleston
2021-06-01,28.01,SC,"Charleston-North Charleston, SC",Charleston
2021-07-01,18.1,SC,"Charleston-North Charleston, SC",Charleston
2021-08-01,10.37,SC,"Charleston-North Charleston, SC",Charleston
2021-09-01,0.95,SC,"Charleston-North Charleston, SC",Charleston
2021-10-01,3.1,SC,"Charleston-North Charleston, SC",Charleston
2021-11-01,1.05,SC,"Charleston-North Charleston, SC",Charleston
2017-07-01,8.04,UT,"Ogden-Clearfield, UT",Ogden
2017-08-01,7.67,UT,"Ogden-Clearfield, UT",Ogden
2017-09-01,6.24,UT,"Ogden-Clearfield, UT",Ogden
2017-10-01,6.59,UT,"Ogden-Clearfield, UT",Ogden
2017-11-01,8.83,UT,"Ogden-Clearfield, UT",Ogden
2017-12-01,7.29,UT,"Ogden-Clearfield, UT",Ogden
2018-01-01,8.28,UT,"Ogden-Clearfield, UT",Ogden
2018-02-01,8.93,UT,"Ogden-Clearfield, UT",Ogden
2018-03-01,11.95,UT,"Ogden-Clearfield, UT",Ogden
2018-04-01,10.38,UT,"Ogden-Clearfield, UT",Ogden
2018-05-01,10.2,UT,"Ogden-Clearfield, UT",Ogden
2018-06-01,10.23,UT,"Ogden-Clearfield, UT",Ogden
2018-07-01,10.97,UT,"Ogden-Clearfield, UT",Ogden
2018-08-01,10.78,UT,"Ogden-Clearfield, UT",Ogden
2018-09-01,10.3,UT,"Ogden-Clearfield, UT",Ogden
2018-10-01,10.67,UT,"Ogden-Clearfield, UT",Ogden
2018-11-01,10.64,UT,"Ogden-Clearfield, UT",Ogden
2018-12-01,12.45,UT,"Ogden-Clearfield, UT",Ogden
2019-01-01,10.91,UT,"Ogden-Clearfield, UT",Ogden
2019-02-01,9.14,UT,"Ogden-Clearfield, UT",Ogden
2019-03-01,6.92,UT,"Ogden-Clearfield, UT",Ogden
2019-04-01,6.3,UT,"Ogden-Clearfield, UT",Ogden
2019-05-01,5.98,UT,"Ogden-Clearfield, UT",Ogden
2019-06-01,7.2,UT,"Ogden-Clearfield, UT",Ogden
2019-07-01,6.7,UT,"Ogden-Clearfield, UT",Ogden
2019-08-01,6.98,UT,"Ogden-Clearfield, UT",Ogden
2019-09-01,7.5,UT,"Ogden-Clearfield, UT",Ogden
2019-10-01,7.18,UT,"Ogden-Clearfield, UT",Ogden
2019-11-01,6.67,UT,"Ogden-Clearfield, UT",Ogden
2019-12-01,7.31,UT,"Ogden-Clearfield, UT",Ogden
2020-01-01,7.92,UT,"Ogden-Clearfield, UT",Ogden
2020-02-01,10.26,UT,"Ogden-Clearfield, UT",Ogden
2020-03-01,12.91,UT,"Ogden-Clearfield, UT",Ogden
2020-04-01,11.23,UT,"Ogden-Clearfield, UT",Ogden
2020-05-01,11.55,UT,"Ogden-Clearfield, UT",Ogden
2020-06-01,14.37,UT,"Ogden-Clearfield, UT",Ogden
2020-07-01,17.86,UT,"Ogden-Clearfield, UT",Ogden
2020-08-01,19.82,UT,"Ogden-Clearfield, UT",Ogden
2020-09-01,20.76,UT,"Ogden-Clearfield, UT",Ogden
2020-10-01,25.1,UT,"Ogden-Clearfield, UT",Ogden
2020-11-01,24.9,UT,"Ogden-Clearfield, UT",Ogden
2020-12-01,29.43,UT,"Ogden-Clearfield, UT",Ogden
2021-01-01,30.79,UT,"Ogden-Clearfield, UT",Ogden
2021-02-01,29.54,UT,"Ogden-Clearfield, UT",Ogden
2021-03-01,27.61,UT,"Ogden-Clearfield, UT",Ogden
2021-04-01,27.07,UT,"Ogden-Clearfield, UT",Ogden
2021-05-01,26.74,UT,"Ogden-Clearfield, UT",Ogden
2021-06-01,28.55,UT,"Ogden-Clearfield, UT",Ogden
2021-07-01,25.14,UT,"Ogden-Clearfield, UT",Ogden
2021-08-01,24.06,UT,"Ogden-Clearfield, UT",Ogden
2021-09-01,24.88,UT,"Ogden-Clearfield, UT",Ogden
2021-10-01,20.35,UT,"Ogden-Clearfield, UT",Ogden
2021-11-01,21.39,UT,"Ogden-Clearfield, UT",Ogden
2017-07-01,5.33,KS,"Wichita, KS",Wichita
2017-08-01,4.43,KS,"Wichita, KS",Wichita
2017-09-01,3.26,KS,"Wichita, KS",Wichita
2017-10-01,4.34,KS,"Wichita, KS",Wichita
2017-11-01,4.02,KS,"Wichita, KS",Wichita
2017-12-01,4.86,KS,"Wichita, KS",Wichita
2018-01-01,5.0,KS,"Wichita, KS",Wichita
2018-02-01,6.59,KS,"Wichita, KS",Wichita
2018-03-01,5.0,KS,"Wichita, KS",Wichita
2018-04-01,6.79,KS,"Wichita, KS",Wichita
2018-05-01,5.42,KS,"Wichita, KS",Wichita
2018-06-01,5.27,KS,"Wichita, KS",Wichita
2018-07-01,5.35,KS,"Wichita, KS",Wichita
2018-08-01,5.57,KS,"Wichita, KS",Wichita
2018-09-01,4.68,KS,"Wichita, KS",Wichita
2018-10-01,4.77,KS,"Wichita, KS",Wichita
2018-11-01,3.67,KS,"Wichita, KS",Wichita
2018-12-01,3.81,KS,"Wichita, KS",Wichita
2019-01-01,3.56,KS,"Wichita, KS",Wichita
2019-02-01,3.65,KS,"Wichita, KS",Wichita
2019-03-01,5.1,KS,"Wichita, KS",Wichita
2019-04-01,5.27,KS,"Wichita, KS",Wichita
2019-05-01,7.12,KS,"Wichita, KS",Wichita
2019-06-01,6.68,KS,"Wichita, KS",Wichita
2019-07-01,5.68,KS,"Wichita, KS",Wichita
2019-08-01,4.47,KS,"Wichita, KS",Wichita
2019-09-01,7.07,KS,"Wichita, KS",Wichita
2019-10-01,10.47,KS,"Wichita, KS",Wichita
2019-11-01,10.82,KS,"Wichita, KS",Wichita
2019-12-01,9.17,KS,"Wichita, KS",Wichita
2020-01-01,8.13,KS,"Wichita, KS",Wichita
2020-02-01,8.53,KS,"Wichita, KS",Wichita
2020-03-01,8.66,KS,"Wichita, KS",Wichita
2020-04-01,7.48,KS,"Wichita, KS",Wichita
2020-05-01,10.38,KS,"Wichita, KS",Wichita
2020-06-01,12.51,KS,"Wichita, KS",Wichita
2020-07-01,11.1,KS,"Wichita, KS",Wichita
2020-08-01,13.92,KS,"Wichita, KS",Wichita
2020-09-01,13.8,KS,"Wichita, KS",Wichita
2020-10-01,8.67,KS,"Wichita, KS",Wichita
2020-11-01,8.15,KS,"Wichita, KS",Wichita
2020-12-01,7.7,KS,"Wichita, KS",Wichita
2021-01-01,11.88,KS,"Wichita, KS",Wichita
2021-02-01,16.1,KS,"Wichita, KS",Wichita
2021-03-01,14.21,KS,"Wichita, KS",Wichita
2021-04-01,11.05,KS,"Wichita, KS",Wichita
2021-05-01,7.01,KS,"Wichita, KS",Wichita
2021-06-01,4.24,KS,"Wichita, KS",Wichita
2021-07-01,6.26,KS,"Wichita, KS",Wichita
2021-08-01,3.94,KS,"Wichita, KS",Wichita
2021-09-01,2.78,KS,"Wichita, KS",Wichita
2021-10-01,6.41,KS,"Wichita, KS",Wichita
2021-11-01,7.8,KS,"Wichita, KS",Wichita
2017-07-01,3.11,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-08-01,3.23,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-09-01,3.29,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-10-01,3.72,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-11-01,4.53,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-12-01,4.32,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-01-01,4.62,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-02-01,4.53,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-03-01,5.11,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-04-01,4.64,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-05-01,4.89,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-06-01,5.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-07-01,4.97,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-08-01,5.17,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-09-01,4.93,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-10-01,4.12,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-11-01,4.11,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-12-01,4.54,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-01-01,5.15,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-02-01,5.07,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-03-01,8.22,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-04-01,13.38,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-05-01,13.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-06-01,12.69,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
