date,All Employees: Accommodation and Food Services,state,msa,city
1998-01-01,140.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
1999-01-01,141.6,MI,"Detroit-Warren-Dearborn, MI",Detroit
2000-01-01,152.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2001-01-01,149.4,MI,"Detroit-Warren-Dearborn, MI",Detroit
2002-01-01,152.2,MI,"Detroit-Warren-Dearborn, MI",Detroit
2003-01-01,155.6,MI,"Detroit-Warren-Dearborn, MI",Detroit
2004-01-01,156.6,MI,"Detroit-Warren-Dearborn, MI",Detroit
2005-01-01,157.3,MI,"Detroit-Warren-Dearborn, MI",Detroit
2006-01-01,159.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2007-01-01,158.3,MI,"Detroit-Warren-Dearborn, MI",Detroit
2008-01-01,156.3,MI,"Detroit-Warren-Dearborn, MI",Detroit
2009-01-01,149.3,MI,"Detroit-Warren-Dearborn, MI",Detroit
2010-01-01,148.8,MI,"Detroit-Warren-Dearborn, MI",Detroit
2011-01-01,151.5,MI,"Detroit-Warren-Dearborn, MI",Detroit
2012-01-01,154.8,MI,"Detroit-Warren-Dearborn, MI",Detroit
2013-01-01,157.6,MI,"Detroit-Warren-Dearborn, MI",Detroit
2014-01-01,160.8,MI,"Detroit-Warren-Dearborn, MI",Detroit
2015-01-01,164.7,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-01-01,169.3,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-01-01,173.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,173.9,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,174.9,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,128.1,MI,"Detroit-Warren-Dearborn, MI",Detroit
1990-01-01,64.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
1991-01-01,63.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1992-01-01,64.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1993-01-01,65.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
1994-01-01,67.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1995-01-01,70.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
1996-01-01,70.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
1997-01-01,71.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
1998-01-01,72.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
1999-01-01,74.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
2000-01-01,76.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
2001-01-01,78.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2002-01-01,79.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
2003-01-01,81.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
2004-01-01,83.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
2005-01-01,85.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
2006-01-01,86.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
2007-01-01,87.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2008-01-01,86.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
2009-01-01,83.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
2010-01-01,83.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2011-01-01,84.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
2012-01-01,87.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
2013-01-01,89.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
2014-01-01,91.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2015-01-01,94.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-01-01,97.1,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-01-01,99.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,101.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,102.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,83.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
1990-01-01,19.6,SC,"Charleston-North Charleston, SC",Charleston
1991-01-01,19.4,SC,"Charleston-North Charleston, SC",Charleston
1992-01-01,20.2,SC,"Charleston-North Charleston, SC",Charleston
1993-01-01,20.9,SC,"Charleston-North Charleston, SC",Charleston
1994-01-01,21.0,SC,"Charleston-North Charleston, SC",Charleston
1995-01-01,21.8,SC,"Charleston-North Charleston, SC",Charleston
1996-01-01,22.4,SC,"Charleston-North Charleston, SC",Charleston
1997-01-01,23.1,SC,"Charleston-North Charleston, SC",Charleston
1998-01-01,24.8,SC,"Charleston-North Charleston, SC",Charleston
1999-01-01,26.6,SC,"Charleston-North Charleston, SC",Charleston
2000-01-01,27.4,SC,"Charleston-North Charleston, SC",Charleston
2001-01-01,26.7,SC,"Charleston-North Charleston, SC",Charleston
2002-01-01,27.9,SC,"Charleston-North Charleston, SC",Charleston
2003-01-01,29.4,SC,"Charleston-North Charleston, SC",Charleston
2004-01-01,30.3,SC,"Charleston-North Charleston, SC",Charleston
2005-01-01,30.6,SC,"Charleston-North Charleston, SC",Charleston
2006-01-01,31.0,SC,"Charleston-North Charleston, SC",Charleston
2007-01-01,32.6,SC,"Charleston-North Charleston, SC",Charleston
2008-01-01,33.0,SC,"Charleston-North Charleston, SC",Charleston
2009-01-01,31.3,SC,"Charleston-North Charleston, SC",Charleston
2010-01-01,31.4,SC,"Charleston-North Charleston, SC",Charleston
2011-01-01,32.6,SC,"Charleston-North Charleston, SC",Charleston
2012-01-01,34.2,SC,"Charleston-North Charleston, SC",Charleston
2013-01-01,35.4,SC,"Charleston-North Charleston, SC",Charleston
2014-01-01,37.2,SC,"Charleston-North Charleston, SC",Charleston
2015-01-01,39.1,SC,"Charleston-North Charleston, SC",Charleston
2016-01-01,41.6,SC,"Charleston-North Charleston, SC",Charleston
2017-01-01,42.7,SC,"Charleston-North Charleston, SC",Charleston
2018-01-01,43.9,SC,"Charleston-North Charleston, SC",Charleston
2019-01-01,45.0,SC,"Charleston-North Charleston, SC",Charleston
2020-01-01,36.2,SC,"Charleston-North Charleston, SC",Charleston
1990-01-01,19.5,KS,"Wichita, KS",Wichita
1991-01-01,19.4,KS,"Wichita, KS",Wichita
1992-01-01,20.0,KS,"Wichita, KS",Wichita
1993-01-01,20.8,KS,"Wichita, KS",Wichita
1994-01-01,21.6,KS,"Wichita, KS",Wichita
1995-01-01,21.7,KS,"Wichita, KS",Wichita
1996-01-01,22.1,KS,"Wichita, KS",Wichita
1997-01-01,22.3,KS,"Wichita, KS",Wichita
1998-01-01,23.7,KS,"Wichita, KS",Wichita
1999-01-01,23.1,KS,"Wichita, KS",Wichita
2000-01-01,23.1,KS,"Wichita, KS",Wichita
2001-01-01,22.8,KS,"Wichita, KS",Wichita
2002-01-01,22.2,KS,"Wichita, KS",Wichita
2003-01-01,22.1,KS,"Wichita, KS",Wichita
2004-01-01,22.9,KS,"Wichita, KS",Wichita
2005-01-01,23.1,KS,"Wichita, KS",Wichita
2006-01-01,23.5,KS,"Wichita, KS",Wichita
2007-01-01,23.9,KS,"Wichita, KS",Wichita
2008-01-01,24.4,KS,"Wichita, KS",Wichita
2009-01-01,24.0,KS,"Wichita, KS",Wichita
2010-01-01,23.5,KS,"Wichita, KS",Wichita
2011-01-01,23.5,KS,"Wichita, KS",Wichita
2012-01-01,23.9,KS,"Wichita, KS",Wichita
2013-01-01,24.1,KS,"Wichita, KS",Wichita
2014-01-01,24.4,KS,"Wichita, KS",Wichita
2015-01-01,26.0,KS,"Wichita, KS",Wichita
2016-01-01,26.6,KS,"Wichita, KS",Wichita
2017-01-01,26.5,KS,"Wichita, KS",Wichita
2018-01-01,26.6,KS,"Wichita, KS",Wichita
2019-01-01,27.2,KS,"Wichita, KS",Wichita
2020-01-01,24.1,KS,"Wichita, KS",Wichita
1990-01-01,15.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1991-01-01,16.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1992-01-01,16.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1993-01-01,17.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1994-01-01,18.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1995-01-01,20.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1996-01-01,21.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1997-01-01,22.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1998-01-01,23.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1999-01-01,23.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2000-01-01,24.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2001-01-01,23.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2002-01-01,24.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2003-01-01,27.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2004-01-01,28.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2005-01-01,29.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2006-01-01,30.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2007-01-01,31.9,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2008-01-01,31.9,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2009-01-01,30.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2010-01-01,30.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2011-01-01,31.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2012-01-01,32.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2013-01-01,32.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2014-01-01,32.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2015-01-01,33.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2016-01-01,35.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-01-01,36.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-01-01,37.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-01-01,37.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-01-01,31.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
1990-01-01,8.2,NJ,"Trenton-Princeton, NJ",Trenton
1991-01-01,7.3,NJ,"Trenton-Princeton, NJ",Trenton
1992-01-01,7.4,NJ,"Trenton-Princeton, NJ",Trenton
1993-01-01,7.5,NJ,"Trenton-Princeton, NJ",Trenton
1994-01-01,7.6,NJ,"Trenton-Princeton, NJ",Trenton
1995-01-01,7.8,NJ,"Trenton-Princeton, NJ",Trenton
1996-01-01,8.3,NJ,"Trenton-Princeton, NJ",Trenton
1997-01-01,8.9,NJ,"Trenton-Princeton, NJ",Trenton
1998-01-01,9.4,NJ,"Trenton-Princeton, NJ",Trenton
1999-01-01,9.1,NJ,"Trenton-Princeton, NJ",Trenton
2000-01-01,9.9,NJ,"Trenton-Princeton, NJ",Trenton
2001-01-01,10.1,NJ,"Trenton-Princeton, NJ",Trenton
2002-01-01,10.5,NJ,"Trenton-Princeton, NJ",Trenton
2003-01-01,11.7,NJ,"Trenton-Princeton, NJ",Trenton
2004-01-01,12.1,NJ,"Trenton-Princeton, NJ",Trenton
2005-01-01,12.0,NJ,"Trenton-Princeton, NJ",Trenton
2006-01-01,11.2,NJ,"Trenton-Princeton, NJ",Trenton
2007-01-01,11.1,NJ,"Trenton-Princeton, NJ",Trenton
2008-01-01,11.5,NJ,"Trenton-Princeton, NJ",Trenton
2009-01-01,11.1,NJ,"Trenton-Princeton, NJ",Trenton
2010-01-01,11.0,NJ,"Trenton-Princeton, NJ",Trenton
2011-01-01,10.7,NJ,"Trenton-Princeton, NJ",Trenton
2012-01-01,10.9,NJ,"Trenton-Princeton, NJ",Trenton
2013-01-01,11.5,NJ,"Trenton-Princeton, NJ",Trenton
2014-01-01,12.2,NJ,"Trenton-Princeton, NJ",Trenton
2015-01-01,12.5,NJ,"Trenton-Princeton, NJ",Trenton
2016-01-01,13.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-01-01,13.1,NJ,"Trenton-Princeton, NJ",Trenton
2018-01-01,13.3,NJ,"Trenton-Princeton, NJ",Trenton
2019-01-01,13.2,NJ,"Trenton-Princeton, NJ",Trenton
2020-01-01,9.2,NJ,"Trenton-Princeton, NJ",Trenton
1990-01-01,7.9,VT,"Burlington-South Burlington, VT",Burlington
1991-01-01,7.4,VT,"Burlington-South Burlington, VT",Burlington
1992-01-01,7.9,VT,"Burlington-South Burlington, VT",Burlington
1993-01-01,8.1,VT,"Burlington-South Burlington, VT",Burlington
1994-01-01,8.0,VT,"Burlington-South Burlington, VT",Burlington
1995-01-01,8.2,VT,"Burlington-South Burlington, VT",Burlington
1996-01-01,8.3,VT,"Burlington-South Burlington, VT",Burlington
1997-01-01,8.1,VT,"Burlington-South Burlington, VT",Burlington
1998-01-01,8.0,VT,"Burlington-South Burlington, VT",Burlington
1999-01-01,8.2,VT,"Burlington-South Burlington, VT",Burlington
2000-01-01,8.4,VT,"Burlington-South Burlington, VT",Burlington
2001-01-01,8.4,VT,"Burlington-South Burlington, VT",Burlington
2002-01-01,8.5,VT,"Burlington-South Burlington, VT",Burlington
2003-01-01,8.6,VT,"Burlington-South Burlington, VT",Burlington
2004-01-01,8.9,VT,"Burlington-South Burlington, VT",Burlington
2005-01-01,8.9,VT,"Burlington-South Burlington, VT",Burlington
2006-01-01,9.1,VT,"Burlington-South Burlington, VT",Burlington
2007-01-01,9.1,VT,"Burlington-South Burlington, VT",Burlington
2008-01-01,9.0,VT,"Burlington-South Burlington, VT",Burlington
2009-01-01,8.9,VT,"Burlington-South Burlington, VT",Burlington
2010-01-01,9.3,VT,"Burlington-South Burlington, VT",Burlington
2011-01-01,9.5,VT,"Burlington-South Burlington, VT",Burlington
2012-01-01,9.9,VT,"Burlington-South Burlington, VT",Burlington
2013-01-01,10.2,VT,"Burlington-South Burlington, VT",Burlington
2014-01-01,10.3,VT,"Burlington-South Burlington, VT",Burlington
2015-01-01,10.7,VT,"Burlington-South Burlington, VT",Burlington
2016-01-01,10.7,VT,"Burlington-South Burlington, VT",Burlington
2017-01-01,10.9,VT,"Burlington-South Burlington, VT",Burlington
2018-01-01,11.1,VT,"Burlington-South Burlington, VT",Burlington
2019-01-01,11.3,VT,"Burlington-South Burlington, VT",Burlington
2020-01-01,7.7,VT,"Burlington-South Burlington, VT",Burlington
1990-01-01,5.2,CA,"Napa, CA",Napa
1991-01-01,5.1,CA,"Napa, CA",Napa
1992-01-01,5.0,CA,"Napa, CA",Napa
1993-01-01,4.9,CA,"Napa, CA",Napa
1994-01-01,4.9,CA,"Napa, CA",Napa
1995-01-01,5.3,CA,"Napa, CA",Napa
1996-01-01,5.9,CA,"Napa, CA",Napa
1997-01-01,6.3,CA,"Napa, CA",Napa
1998-01-01,6.4,CA,"Napa, CA",Napa
1999-01-01,6.8,CA,"Napa, CA",Napa
2000-01-01,6.8,CA,"Napa, CA",Napa
2001-01-01,7.4,CA,"Napa, CA",Napa
2002-01-01,7.2,CA,"Napa, CA",Napa
2003-01-01,7.5,CA,"Napa, CA",Napa
2004-01-01,7.6,CA,"Napa, CA",Napa
2005-01-01,7.7,CA,"Napa, CA",Napa
2006-01-01,7.7,CA,"Napa, CA",Napa
2007-01-01,8.3,CA,"Napa, CA",Napa
2008-01-01,8.4,CA,"Napa, CA",Napa
2009-01-01,8.1,CA,"Napa, CA",Napa
2010-01-01,8.6,CA,"Napa, CA",Napa
2011-01-01,9.3,CA,"Napa, CA",Napa
2012-01-01,9.9,CA,"Napa, CA",Napa
2013-01-01,10.5,CA,"Napa, CA",Napa
2014-01-01,11.1,CA,"Napa, CA",Napa
2015-01-01,11.8,CA,"Napa, CA",Napa
2016-01-01,11.7,CA,"Napa, CA",Napa
2017-01-01,12.0,CA,"Napa, CA",Napa
2018-01-01,12.4,CA,"Napa, CA",Napa
2019-01-01,12.6,CA,"Napa, CA",Napa
2020-01-01,8.4,CA,"Napa, CA",Napa
