date,Housing Inventory: Average Listing Price Year-Over-Year,state,msa,city
2020-05-01,12.88,ID,"Lewiston, ID-WA",Lewiston
2020-06-01,7.47,ID,"Lewiston, ID-WA",Lewiston
2020-07-01,14.19,ID,"Lewiston, ID-WA",Lewiston
2020-08-01,12.64,ID,"Lewiston, ID-WA",Lewiston
2020-09-01,16.11,ID,"Lewiston, ID-WA",Lewiston
2020-10-01,28.05,ID,"Lewiston, ID-WA",Lewiston
2020-11-01,39.68,ID,"Lewiston, ID-WA",Lewiston
2020-12-01,33.68,ID,"Lewiston, ID-WA",Lewiston
2021-01-01,42.72,ID,"Lewiston, ID-WA",Lewiston
2021-02-01,65.0,ID,"Lewiston, ID-WA",Lewiston
2021-03-01,66.2,ID,"Lewiston, ID-WA",Lewiston
2021-04-01,71.37,ID,"Lewiston, ID-WA",Lewiston
2021-05-01,32.91,ID,"Lewiston, ID-WA",Lewiston
2021-06-01,31.66,ID,"Lewiston, ID-WA",Lewiston
2021-07-01,16.38,ID,"Lewiston, ID-WA",Lewiston
2021-08-01,30.72,ID,"Lewiston, ID-WA",Lewiston
2021-09-01,36.87,ID,"Lewiston, ID-WA",Lewiston
2021-10-01,27.56,ID,"Lewiston, ID-WA",Lewiston
2021-11-01,26.14,ID,"Lewiston, ID-WA",Lewiston
