date,Average Weekly Earnings of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2017-10-01,1111.74880243959,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2017-11-01,1102.2968554844902,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2017-12-01,1090.51734198285,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-01-01,1086.4383969143,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-02-01,1078.569283951,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-03-01,1053.35649903385,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-04-01,1074.1635638049302,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-05-01,1051.66080695517,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-06-01,1072.4196062192698,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-07-01,1077.08912818996,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-08-01,1072.73021507296,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-09-01,1055.34251310455,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-10-01,1055.12100386991,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-11-01,1021.5593034108801,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
2018-12-01,1024.36968492532,NJ,"Trenton-Princeton, NJ",Trenton,"Average Weekly Earnings of All Employees: Total Private in Trenton, NJ (MSA)",SMU34459400500000011SA,Monthly,Seasonally Adjusted
