date,All Employees: Accommodation and Food Services,state,msa,city,title,id,frequency,seasonal_adjustment
2013-01-01,499.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-02-01,502.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-03-01,504.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-04-01,506.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-05-01,508.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-06-01,510.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-07-01,512.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-08-01,512.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-09-01,513.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-10-01,515.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-11-01,515.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2013-12-01,518.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-01-01,517.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-02-01,518.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-03-01,517.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-04-01,518.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-05-01,520.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-06-01,522.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-07-01,523.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-08-01,524.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-09-01,526.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-10-01,528.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-11-01,531.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
2014-12-01,531.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Accommodation and Food Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311007072000001SA,Monthly,Seasonally Adjusted
1990-01-01,15.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1991-01-01,16.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1992-01-01,16.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1993-01-01,17.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1994-01-01,18.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1995-01-01,20.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1996-01-01,21.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1997-01-01,22.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1998-01-01,23.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1999-01-01,23.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2000-01-01,24.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2001-01-01,23.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2002-01-01,24.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2003-01-01,27.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2004-01-01,28.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2005-01-01,29.7,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2006-01-01,30.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2007-01-01,31.9,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2008-01-01,31.9,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2009-01-01,30.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2010-01-01,30.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2011-01-01,31.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2012-01-01,32.2,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2013-01-01,32.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2014-01-01,32.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2015-01-01,33.8,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2016-01-01,35.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2017-01-01,36.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2018-01-01,37.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2019-01-01,37.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
2020-01-01,31.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"All Employees: Accommodation and Food Services in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",SMU45348207072000001A,Annual,Not Seasonally Adjusted
1990-01-01,5.2,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1991-01-01,5.1,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1992-01-01,5.0,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1993-01-01,4.9,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1994-01-01,4.9,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1995-01-01,5.3,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1996-01-01,5.9,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1997-01-01,6.3,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1998-01-01,6.4,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1999-01-01,6.8,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2000-01-01,6.8,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2001-01-01,7.4,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2002-01-01,7.2,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2003-01-01,7.5,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2004-01-01,7.6,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2005-01-01,7.7,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2006-01-01,7.7,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2007-01-01,8.3,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2008-01-01,8.4,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2009-01-01,8.1,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2010-01-01,8.6,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2011-01-01,9.3,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2012-01-01,9.9,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2013-01-01,10.5,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2014-01-01,11.1,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2015-01-01,11.8,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2016-01-01,11.7,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2017-01-01,12.0,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2018-01-01,12.4,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2019-01-01,12.6,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
2020-01-01,8.4,CA,"Napa, CA",Napa,"All Employees: Accommodation and Food Services in Napa, CA (MSA)",SMU06349007072000001A,Annual,Not Seasonally Adjusted
1990-01-01,408.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-02-01,406.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-03-01,406.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-04-01,404.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-05-01,405.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-06-01,405.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-07-01,403.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-08-01,403,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-09-01,400.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-10-01,394.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-11-01,393.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1990-12-01,392.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-01-01,385.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-02-01,383.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-03-01,382.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-04-01,377.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-05-01,374.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-06-01,376,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-07-01,375,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-08-01,374.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-09-01,373.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-10-01,373.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-11-01,374.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1991-12-01,373.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-01-01,372.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-02-01,372.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-03-01,370.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-04-01,373,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-05-01,370.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-06-01,368.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-07-01,370.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-08-01,368.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
1992-09-01,368.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Accommodation and Food Services in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356207072000001SA,Monthly,Seasonally Adjusted
