date,Housing Inventory: Price Reduced Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2020-12-01,-56.56,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-01-01,-68.87,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-02-01,-83.16,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-03-01,-82.87,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-04-01,-79.85,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-05-01,-78.51,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-06-01,-71.33,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-07-01,-47.66,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-08-01,-34.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-09-01,-26.25,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-10-01,-37.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2021-11-01,-44.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Price Reduced Count Year-Over-Year in Dallas-Fort Worth-Arlington, TX (CBSA)",PRIREDCOUYY19100,Monthly,Not Seasonally Adjusted
2017-07-01,-13.82,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2017-08-01,-3.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2017-09-01,-0.94,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2017-10-01,1.37,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2017-11-01,-3.13,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2017-12-01,-4.45,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-01-01,-12.08,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-02-01,-7.92,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-03-01,-0.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-04-01,1.74,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-05-01,4.08,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-06-01,12.33,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-07-01,17.45,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-08-01,11.54,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-09-01,21.65,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-10-01,27.03,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-11-01,28.91,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2018-12-01,52.23,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-01-01,38.74,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-02-01,24.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-03-01,40.6,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-04-01,37.33,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-05-01,23.75,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-06-01,20.76,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-07-01,18.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-08-01,3.14,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-09-01,0.13,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-10-01,-1.4,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-11-01,-4.86,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2019-12-01,-10.11,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-01-01,-1.93,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-02-01,-4.36,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-03-01,-16.77,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-04-01,-81.99,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-05-01,-38.29,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-06-01,-37.74,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-07-01,-51.21,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-08-01,-50.94,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-09-01,-53.58,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-10-01,-54.62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-11-01,-53.36,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2020-12-01,-42.46,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-01-01,-62.83,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-02-01,-68.08,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-03-01,-69.55,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-04-01,32.08,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-05-01,-56.61,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-06-01,-48.59,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-07-01,-27.75,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-08-01,-4.62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-09-01,4.21,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-10-01,6.39,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2021-11-01,11.86,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Price Reduced Count Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",PRIREDCOUYY19820,Monthly,Not Seasonally Adjusted
2017-07-01,-3.11,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2017-08-01,9.77,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2017-09-01,-11.97,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2017-10-01,9.24,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2017-11-01,30.11,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2017-12-01,-8.33,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-01-01,14.47,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-02-01,15.19,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-03-01,20.83,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-04-01,57.94,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-05-01,43.33,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-06-01,37.16,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-07-01,13.46,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-08-01,43.84,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-09-01,55.2,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-10-01,59.23,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-11-01,8.26,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2018-12-01,28.79,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2019-01-01,14.94,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2019-02-01,30.77,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2019-03-01,-0.86,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2019-04-01,-31.36,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
2019-05-01,-15.7,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Price Reduced Count Year-Over-Year in Gainesville, GA (CBSA)",PRIREDCOUYY23580,Monthly,Not Seasonally Adjusted
