date,Housing Inventory: Price Reduced Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2019-05-01,47.0,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-06-01,40.16,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-07-01,14.48,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-08-01,-16.24,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-09-01,-20.0,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-10-01,-11.21,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-11-01,-9.36,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2019-12-01,-31.87,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-01-01,-40.0,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-02-01,-27.59,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-03-01,-20.65,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-04-01,0.0,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-05-01,-42.86,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-06-01,-63.74,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-07-01,-68.67,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-08-01,-75.76,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-09-01,-78.49,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-10-01,-82.63,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-11-01,-82.58,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2020-12-01,-59.68,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-01-01,-85.0,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-02-01,-88.89,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-03-01,-87.67,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-04-01,-88.46,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-05-01,-77.38,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-06-01,-40.32,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-07-01,-1.92,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-08-01,72.5,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-09-01,121.62,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-10-01,109.09,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2021-11-01,77.78,UT,"Ogden-Clearfield, UT",Ogden,"Housing Inventory: Price Reduced Count Year-Over-Year in Ogden-Clearfield, UT (CBSA)",PRIREDCOUYY36260,Monthly,Not Seasonally Adjusted
2017-07-01,-24.53,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2017-08-01,4.26,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2017-09-01,-12.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2017-10-01,-9.52,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2017-11-01,-10.26,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2017-12-01,0.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-01-01,13.64,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-02-01,-11.11,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-03-01,13.04,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-04-01,64.71,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-05-01,8.82,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-06-01,30.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-07-01,10.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-08-01,22.45,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-09-01,34.09,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-10-01,50.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-11-01,2.86,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2018-12-01,22.22,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-01-01,32.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-02-01,37.5,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-03-01,23.08,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-04-01,-7.14,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-05-01,-18.92,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-06-01,-15.38,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-07-01,-4.55,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-08-01,-30.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-09-01,-15.25,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-10-01,-14.04,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-11-01,16.67,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2019-12-01,-18.18,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-01-01,-36.36,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-02-01,-27.27,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-03-01,-46.88,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-04-01,-61.54,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-05-01,-23.33,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-06-01,-30.3,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-07-01,-50.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-08-01,-47.62,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-09-01,-64.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-10-01,-59.18,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-11-01,-71.43,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2020-12-01,-55.56,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-01-01,-42.86,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-02-01,-58.33,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-03-01,-17.65,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-04-01,-40.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-05-01,-34.78,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-06-01,-30.43,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-07-01,66.67,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-08-01,90.91,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-09-01,183.33,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-10-01,165.0,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2021-11-01,341.67,CO,"Pueblo, CO",Pueblo,"Housing Inventory: Price Reduced Count Year-Over-Year in Pueblo, CO (CBSA)",PRIREDCOUYY39380,Monthly,Not Seasonally Adjusted
2017-07-01,65.0,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2017-08-01,63.54,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2017-09-01,43.88,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2017-10-01,59.18,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2017-11-01,23.68,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2017-12-01,18.49,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-01-01,12.89,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-02-01,6.95,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-03-01,-6.42,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-04-01,0.38,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-05-01,9.09,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-06-01,1.0,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-07-01,9.09,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-08-01,-1.91,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-09-01,26.24,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-10-01,-4.49,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-11-01,-25.53,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2018-12-01,-38.73,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-01-01,-8.22,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-02-01,-16.25,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-03-01,-27.08,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-04-01,-31.09,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-05-01,-32.92,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-06-01,-33.5,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-07-01,-42.22,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-08-01,-35.06,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-09-01,-44.38,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-10-01,-21.48,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-11-01,-10.0,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2019-12-01,-16.04,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-01-01,-26.87,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-02-01,-27.59,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-03-01,-22.77,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-04-01,-55.43,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-05-01,-40.99,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-06-01,-34.07,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-07-01,-18.27,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-08-01,-25.0,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-09-01,-25.25,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-10-01,-37.61,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-11-01,-46.03,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2020-12-01,-42.7,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2021-01-01,-61.22,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2021-02-01,-73.81,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2021-03-01,-80.13,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
2021-04-01,-78.05,FL,"Punta Gorda, FL",Punta Gorda,"Housing Inventory: Price Reduced Count Year-Over-Year in Punta Gorda, FL (CBSA)",PRIREDCOUYY39460,Monthly,Not Seasonally Adjusted
