date,Housing Inventory: Median Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2020-01-01,1.92,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-02-01,2.53,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-03-01,1.31,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-04-01,-0.95,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-05-01,-1.27,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-06-01,-0.04,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-07-01,-1.01,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-08-01,-2.38,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-09-01,-3.49,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-10-01,-2.65,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-11-01,-0.57,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2020-12-01,-1.92,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-01-01,0.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-02-01,-0.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-03-01,4.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-04-01,11.96,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-05-01,21.69,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-06-01,27.31,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-07-01,37.45,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-08-01,40.06,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-09-01,38.5,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-10-01,41.43,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2021-11-01,39.73,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,"Housing Inventory: Median Listing Price Year-Over-Year in Myrtle Beach-Conway-North Myrtle Beach, SC-NC (CBSA)",MEDLISPRIYY34820,Monthly,Not Seasonally Adjusted
2017-07-01,-1.1,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2017-08-01,2.09,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2017-09-01,-0.75,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2017-10-01,-1.22,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2017-11-01,-8.6,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2017-12-01,-9.47,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-01-01,-4.97,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-02-01,-6.11,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-03-01,-10.54,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-04-01,10.11,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-05-01,16.08,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-06-01,19.32,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-07-01,8.14,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-08-01,-0.57,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-09-01,0.0,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-10-01,5.36,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-11-01,7.88,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2018-12-01,5.29,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-01-01,0.82,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-02-01,0.7,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-03-01,3.55,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-04-01,-4.95,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-05-01,-1.56,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-06-01,-4.49,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-07-01,-1.41,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-08-01,5.44,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-09-01,7.89,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-10-01,5.4,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-11-01,8.51,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2019-12-01,11.4,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-01-01,24.74,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-02-01,23.42,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-03-01,30.76,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-04-01,7.35,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-05-01,0.2,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-06-01,14.91,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-07-01,26.2,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-08-01,40.4,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-09-01,37.53,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-10-01,31.98,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-11-01,32.41,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2020-12-01,35.2,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-01-01,21.14,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-02-01,26.26,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-03-01,20.23,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-04-01,38.2,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-05-01,39.94,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-06-01,22.22,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-07-01,8.35,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-08-01,-4.07,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-09-01,1.64,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-10-01,-0.38,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2021-11-01,9.49,CA,"Napa, CA",Napa,"Housing Inventory: Median Listing Price Year-Over-Year in Napa, CA (CBSA)",MEDLISPRIYY34900,Monthly,Not Seasonally Adjusted
2017-07-01,14.25,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2017-08-01,12.84,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2017-09-01,13.58,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2017-10-01,12.33,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2017-11-01,10.37,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2017-12-01,10.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-01-01,11.89,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-02-01,11.85,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-03-01,13.29,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-04-01,12.48,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-05-01,11.13,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-06-01,10.85,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-07-01,12.27,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-08-01,11.04,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-09-01,10.31,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-10-01,10.19,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-11-01,10.31,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2018-12-01,9.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-01-01,8.34,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-02-01,5.71,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-03-01,3.98,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-04-01,4.13,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-05-01,3.73,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-06-01,3.64,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-07-01,1.91,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-08-01,4.05,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-09-01,2.89,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-10-01,3.66,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-11-01,2.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2019-12-01,5.43,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2020-01-01,5.58,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
2020-02-01,5.94,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Median Listing Price Year-Over-Year in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",MEDLISPRIYY35620,Monthly,Not Seasonally Adjusted
