date,Housing Inventory: Median Listing Price Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-07-01,17.45,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2017-08-01,12.56,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2017-09-01,13.44,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2017-10-01,11.06,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2017-11-01,10.39,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2017-12-01,8.41,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-01-01,7.23,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-02-01,5.31,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-03-01,4.99,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-04-01,7.8,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-05-01,6.36,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-06-01,5.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-07-01,6.41,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-08-01,8.84,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-09-01,6.67,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-10-01,5.37,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-11-01,4.68,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2018-12-01,7.32,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-01-01,10.15,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-02-01,8.67,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-03-01,5.37,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-04-01,4.12,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-05-01,4.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-06-01,5.12,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-07-01,4.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-08-01,2.62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-09-01,0.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-10-01,3.22,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-11-01,3.51,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2019-12-01,2.32,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-01-01,2.14,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-02-01,2.29,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-03-01,2.1,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-04-01,-2.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-05-01,-2.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-06-01,3.78,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-07-01,7.69,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-08-01,11.37,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-09-01,14.61,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-10-01,12.86,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-11-01,11.59,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2020-12-01,12.67,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-01-01,11.41,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-02-01,15.51,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-03-01,13.05,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-04-01,12.25,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-05-01,9.89,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-06-01,1.56,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-07-01,-0.89,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-08-01,-4.43,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-09-01,-8.17,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-10-01,-9.23,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2021-11-01,-11.16,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Listing Price Year-Over-Year in Detroit-Warren-Dearborn, MI (CBSA)",MEDLISPRIYY19820,Monthly,Not Seasonally Adjusted
2017-07-01,4.73,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2017-08-01,3.94,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2017-09-01,3.95,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2017-10-01,5.02,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2017-11-01,5.07,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2017-12-01,1.27,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-01-01,5.45,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-02-01,7.52,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-03-01,7.83,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-04-01,6.75,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-05-01,5.28,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-06-01,6.7,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-07-01,6.08,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-08-01,6.05,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-09-01,6.03,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-10-01,3.21,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-11-01,3.78,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2018-12-01,3.42,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2019-01-01,2.17,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
2019-02-01,1.47,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Listing Price Year-Over-Year in Gainesville, GA (CBSA)",MEDLISPRIYY23580,Monthly,Not Seasonally Adjusted
