date,All Employees: Education and Health Services,state,msa,city,title,id,frequency,seasonal_adjustment
1995-12-01,32.2332337803926,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-01-01,32.351084143825,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-02-01,32.328737406154296,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-03-01,32.3917137799497,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-04-01,32.6183019071029,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-05-01,32.8147190345789,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-06-01,32.8533537029682,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-07-01,33.0848153278532,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-08-01,33.0779266474909,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-09-01,33.0610236274339,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-10-01,33.3583140846463,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-11-01,33.4504117724954,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1996-12-01,33.5509322543096,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-01-01,33.560188077937305,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-02-01,33.9089350012131,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-03-01,34.1641504859515,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-04-01,34.097367417638395,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-05-01,34.2844148787692,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-06-01,34.322147232776,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-07-01,34.6901004230382,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-08-01,34.8631297347275,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-09-01,34.9030666576627,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-10-01,34.9396146641027,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-11-01,34.9663486690822,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1997-12-01,35.0812676663087,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-01-01,34.8482042129927,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-02-01,34.9689207559134,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-03-01,34.9246961498616,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-04-01,35.2715507328153,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-05-01,35.474538315727294,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-06-01,35.5955225970937,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-07-01,35.516698435782104,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-08-01,35.4129773279088,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-09-01,35.3153678956822,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-10-01,35.650449281735604,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-11-01,35.8026576088877,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1998-12-01,36.0246310662655,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-01-01,35.509027778967706,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-02-01,35.722206792962105,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-03-01,35.682764398186606,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-04-01,35.9318147458226,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-05-01,35.970622196628206,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-06-01,36.5633711383316,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
1999-07-01,36.1771552019875,NM,"Albuquerque, NM",Albuquerque,"All Employees: Education and Health Services in Albuquerque, NM (MSA)",ALBU735EDUH,Monthly,Seasonally Adjusted
