date,Housing Inventory: Price Increased Count,state,msa,city,title,id,frequency,seasonal_adjustment
2019-01-01,2428.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-02-01,2348.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-03-01,1800.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-04-01,1432.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-05-01,1692.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-06-01,1928.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-07-01,1580.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-08-01,2872.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-09-01,3696.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-10-01,1772.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-11-01,1464.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2019-12-01,1384.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
2020-01-01,1804.0,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Housing Inventory: Price Increased Count in Atlanta-Sandy Springs-Roswell, GA (CBSA)",PRIINCCOU12060,Monthly,Not Seasonally Adjusted
