date,Housing Inventory: Active Listing Count,state,msa,city,title,id,frequency,seasonal_adjustment
2019-07-01,84579.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2019-08-01,82599.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2019-09-01,80488.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2019-10-01,80248.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2019-11-01,75510.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2019-12-01,65625.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-01-01,59940.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-02-01,61312.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-03-01,63346.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-04-01,61178.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-05-01,58452.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-06-01,61210.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-07-01,64394.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-08-01,66679.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
2020-09-01,67133.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"Housing Inventory: Active Listing Count in New York-Newark-Jersey City, NY-NJ-PA (CBSA)",ACTLISCOU35620,Monthly,Not Seasonally Adjusted
