date,Housing Inventory: Median Home Size in Square Feet,state,msa,city,title,id,frequency,seasonal_adjustment
2021-02-01,2092.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-03-01,2266.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-04-01,2138.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-05-01,2171.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-06-01,2029.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-07-01,2022.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-08-01,2020.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-09-01,1986.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-10-01,1991.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-11-01,1935.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
